customer_id,event_time,interaction_type,next_action
C_121437,2020-12-26,پیگیری سفارش,ارسال نمونه
C_121437,2021-03-18,نمونه محصول,بازدید فنی
C_121437,2021-04-24,برنامه خرید,جلسه قیمت
C_121437,2021-04-24,برنامه خرید,جلسه قیمت
C_122750,2021-07-14,خدمات فنی,پیگیری تلفنی
C_122750,2021-01-01,پیگیری سفارش,پیگیری تلفنی
C_122750,2020-12-01,قیمت و تخفیف,بازدید فنی
C_122750,2021-07-19,پیگیری سفارش,بازدید فنی
C_122750,2022-02-23,برنامه خرید,پیگیری تلفنی
C_123245,2020-04-26,وصول مطالبات,جلسه قیمت
C_123245,2020-03-26,کیفیت محصول,ارسال نمونه
C_123245,2020-03-18,پیگیری سفارش,پیگیری تلفنی
C_123245,2020-05-01,برنامه خرید,جلسه قیمت
C_123245,2020-11-09,پیگیری سفارش,پیگیری تلفنی
C_126481,2020-06-27,قیمت و تخفیف,پیگیری تلفنی
C_126481,2020-02-18,برنامه خرید,بدون اقدام
C_126481,2020-05-08,پیگیری سفارش,بدون اقدام
C_126481,2020-03-23,خدمات فنی,ارسال نمونه
C_126481,2020-04-09,پیگیری سفارش,پیگیری تلفنی
C_126481,2020-05-03,قیمت و تخفیف,ارسال نمونه
C_126481,2020-06-24,پیگیری سفارش,ارسال نمونه
C_126481,2020-04-24,برنامه خرید,جلسه قیمت
C_126481,2020-06-01,وصول مطالبات,بدون اقدام
C_129349,2020-05-22,برنامه خرید,پیگیری تلفنی
C_129349,2020-07-05,برنامه خرید,بدون اقدام
C_129349,2020-07-05,برنامه خرید,بدون اقدام
C_129349,2020-07-23,کیفیت محصول,بدون اقدام
C_129349,2020-06-22,نمونه محصول,جلسه قیمت
C_129349,2020-07-10,وصول مطالبات,ارسال نمونه
C_134962,2021-11-02,برنامه خرید,جلسه قیمت
C_134962,2020-05-30,وصول مطالبات,بدون اقدام
C_134962,2020-02-26,برنامه خرید,بدون اقدام
C_134962,2020-06-29,قیمت و تخفیف,بدون اقدام
C_134962,2020-05-15,وصول مطالبات,ارسال نمونه
C_135878,2020-06-04,نمونه محصول,جلسه قیمت
C_135878,2020-11-24,قیمت و تخفیف,ارسال نمونه
C_135878,2021-05-14,پیگیری سفارش,پیگیری تلفنی
C_135878,2021-05-14,پیگیری سفارش,پیگیری تلفنی
C_135878,2020-12-09,قیمت و تخفیف,ارسال نمونه
C_135878,2020-11-19,وصول مطالبات,جلسه قیمت
C_137881,2022-03-27,قیمت و تخفیف,پیگیری تلفنی
C_137881,2022-02-11,قیمت و تخفیف,بازدید فنی
C_137881,2022-03-14,قیمت و تخفیف,ارسال نمونه
C_137881,2022-03-22,کیفیت محصول,پیگیری تلفنی
C_137881,2022-04-22,نمونه محصول,ارسال نمونه
C_144468,2020-04-27,نمونه محصول,ارسال نمونه
C_144468,2020-04-15,پیگیری سفارش,پیگیری تلفنی
C_144468,2020-12-20,کیفیت محصول,بدون اقدام
C_144468,2021-02-23,پیگیری سفارش,پیگیری تلفنی
C_144468,2021-01-09,کیفیت محصول,بدون اقدام
C_144468,2020-03-04,قیمت و تخفیف,پیگیری تلفنی
C_144468,2020-06-12,پیگیری سفارش,بدون اقدام
C_144468,2020-02-11,کیفیت محصول,پیگیری تلفنی
C_144468,2020-11-26,نمونه محصول,پیگیری تلفنی
C_147153,2021-10-04,کیفیت محصول,پیگیری تلفنی
C_147153,2021-10-04,کیفیت محصول,پیگیری تلفنی
C_147153,2022-04-06,خدمات فنی,بازدید فنی
C_147153,2022-02-26,برنامه خرید,ارسال نمونه
C_147153,2022-04-19,قیمت و تخفیف,بازدید فنی
C_147153,2021-12-26,پیگیری سفارش,بازدید فنی
C_147153,2021-12-26,پیگیری سفارش,بازدید فنی
C_147153,2021-08-06,نمونه محصول,پیگیری تلفنی
C_147153,2020-11-30,کیفیت محصول,ارسال نمونه
C_147153,2021-08-19,وصول مطالبات,پیگیری تلفنی
C_147980,2020-08-23,پیگیری سفارش,بازدید فنی
C_147980,2020-08-28,نمونه محصول,پیگیری تلفنی
C_147980,2020-07-15,کیفیت محصول,ارسال نمونه
C_147980,2020-08-21,وصول مطالبات,پیگیری تلفنی
C_147980,2020-07-21,پیگیری سفارش,بدون اقدام
C_150182,2020-10-24,برنامه خرید,پیگیری تلفنی
C_150182,2020-09-23,برنامه خرید,بازدید فنی
C_150182,2021-07-30,نمونه محصول,بازدید فنی
C_150182,2021-09-12,قیمت و تخفیف,بدون اقدام
C_150182,2020-11-19,نمونه محصول,جلسه قیمت
C_150182,2020-10-19,وصول مطالبات,جلسه قیمت
C_150182,2020-08-04,خدمات فنی,پیگیری تلفنی
C_150182,2020-09-17,کیفیت محصول,بازدید فنی
C_150182,2021-10-04,وصول مطالبات,پیگیری تلفنی
C_150182,2021-09-03,کیفیت محصول,بدون اقدام
C_150182,2021-10-17,پیگیری سفارش,پیگیری تلفنی
C_150182,2021-09-16,قیمت و تخفیف,ارسال نمونه
C_150182,2021-02-10,برنامه خرید,جلسه قیمت
C_152040,2020-10-30,وصول مطالبات,بدون اقدام
C_152040,2021-02-09,وصول مطالبات,ارسال نمونه
C_152040,2020-08-29,پیگیری سفارش,جلسه قیمت
C_152040,2021-01-01,وصول مطالبات,ارسال نمونه
C_152040,2021-01-01,وصول مطالبات,ارسال نمونه
C_152040,2021-02-14,پیگیری سفارش,ارسال نمونه
C_152471,2021-04-10,کیفیت محصول,بدون اقدام
C_152471,2021-04-13,پیگیری سفارش,پیگیری تلفنی
C_152471,2021-01-24,قیمت و تخفیف,ارسال نمونه
C_152471,2021-02-17,برنامه خرید,جلسه قیمت
C_152471,2021-03-08,کیفیت محصول,بدون اقدام
C_155853,2020-06-11,برنامه خرید,پیگیری تلفنی
C_155853,2020-04-28,برنامه خرید,جلسه قیمت
C_155853,2020-05-29,برنامه خرید,پیگیری تلفنی
C_155853,2020-06-29,کیفیت محصول,پیگیری تلفنی
C_155853,2020-05-16,برنامه خرید,بدون اقدام
C_155990,2021-10-17,نمونه محصول,ارسال نمونه
C_155990,2020-03-05,وصول مطالبات,ارسال نمونه
C_155990,2021-04-26,برنامه خرید,پیگیری تلفنی
C_155990,2020-03-06,نمونه محصول,پیگیری تلفنی
C_155990,2020-10-16,وصول مطالبات,پیگیری تلفنی
C_155990,2021-01-26,نمونه محصول,پیگیری تلفنی
C_155990,2020-04-04,پیگیری سفارش,پیگیری تلفنی
C_155990,2020-06-17,کیفیت محصول,جلسه قیمت
C_159514,2021-02-26,وصول مطالبات,پیگیری تلفنی
C_159514,2020-11-22,نمونه محصول,پیگیری تلفنی
C_159514,2021-01-29,پیگیری سفارش,پیگیری تلفنی
C_159514,2021-01-29,پیگیری سفارش,پیگیری تلفنی
C_159514,2021-04-05,کیفیت محصول,جلسه قیمت
C_159514,2021-03-11,خدمات فنی,جلسه قیمت
C_160952,2020-03-31,برنامه خرید,جلسه قیمت
C_160952,2020-01-12,خدمات فنی,جلسه قیمت
C_160952,2020-05-06,پیگیری سفارش,بازدید فنی
C_160952,2020-04-18,قیمت و تخفیف,پیگیری تلفنی
C_160952,2020-05-26,وصول مطالبات,پیگیری تلفنی
C_164398,2020-02-12,قیمت و تخفیف,بدون اقدام
C_164398,2020-03-14,وصول مطالبات,پیگیری تلفنی
C_164398,2020-02-12,پیگیری سفارش,بازدید فنی
C_164398,2020-03-27,برنامه خرید,پیگیری تلفنی
C_164398,2020-03-27,برنامه خرید,پیگیری تلفنی
C_164398,2020-02-25,قیمت و تخفیف,پیگیری تلفنی
C_164510,2021-05-06,پیگیری سفارش,بازدید فنی
C_164510,2020-11-30,برنامه خرید,پیگیری تلفنی
C_164510,2020-05-15,نمونه محصول,بازدید فنی
C_164510,2020-12-13,نمونه محصول,پیگیری تلفنی
C_164510,2021-07-22,قیمت و تخفیف,بدون اقدام
C_167944,2022-01-08,قیمت و تخفیف,ارسال نمونه
C_167944,2021-12-08,پیگیری سفارش,جلسه قیمت
C_167944,2022-01-15,وصول مطالبات,ارسال نمونه
C_167944,2021-12-09,برنامه خرید,جلسه قیمت
C_167944,2022-01-09,نمونه محصول,بدون اقدام
C_169164,2022-04-22,قیمت و تخفیف,بازدید فنی
C_169164,2022-04-30,وصول مطالبات,پیگیری تلفنی
C_169164,2022-05-31,وصول مطالبات,بازدید فنی
C_169164,2022-04-17,برنامه خرید,پیگیری تلفنی
C_169164,2022-05-18,کیفیت محصول,ارسال نمونه
C_169861,2022-05-12,قیمت و تخفیف,ارسال نمونه
C_169861,2022-03-29,کیفیت محصول,بازدید فنی
C_169861,2022-05-19,وصول مطالبات,بدون اقدام
C_169861,2022-05-19,وصول مطالبات,بدون اقدام
C_169861,2022-04-18,وصول مطالبات,بدون اقدام
C_169861,2022-05-06,پیگیری سفارش,بازدید فنی
C_170045,2020-07-21,پیگیری سفارش,پیگیری تلفنی
C_170045,2020-04-18,پیگیری سفارش,بازدید فنی
C_170045,2020-06-01,وصول مطالبات,جلسه قیمت
C_170045,2022-03-20,برنامه خرید,ارسال نمونه
C_170045,2022-05-03,برنامه خرید,پیگیری تلفنی
C_170045,2022-05-03,برنامه خرید,پیگیری تلفنی
C_170045,2022-04-05,برنامه خرید,جلسه قیمت
C_171277,2021-07-01,برنامه خرید,ارسال نمونه
C_171277,2021-08-04,برنامه خرید,پیگیری تلفنی
C_171277,2021-06-21,برنامه خرید,جلسه قیمت
C_171277,2021-06-03,برنامه خرید,بازدید فنی
C_171277,2021-07-04,پیگیری سفارش,پیگیری تلفنی
C_172705,2020-09-30,برنامه خرید,جلسه قیمت
C_172705,2021-01-16,قیمت و تخفیف,جلسه قیمت
C_172705,2021-01-16,قیمت و تخفیف,جلسه قیمت
C_172705,2020-12-22,خدمات فنی,پیگیری تلفنی
C_172705,2020-03-13,پیگیری سفارش,پیگیری تلفنی
C_172705,2020-03-22,خدمات فنی,پیگیری تلفنی
C_172705,2020-09-23,خدمات فنی,بازدید فنی
C_172705,2020-04-04,قیمت و تخفیف,جلسه قیمت
C_172705,2020-02-24,خدمات فنی,ارسال نمونه
C_172705,2021-03-19,وصول مطالبات,پیگیری تلفنی
C_172705,2020-04-05,برنامه خرید,جلسه قیمت
C_172705,2021-02-06,کیفیت محصول,پیگیری تلفنی
C_172705,2021-02-06,کیفیت محصول,پیگیری تلفنی
C_172705,2020-04-22,قیمت و تخفیف,بدون اقدام
C_172705,2021-04-30,خدمات فنی,بدون اقدام
C_172705,2021-03-09,وصول مطالبات,بازدید فنی
C_172705,2020-10-20,پیگیری سفارش,بدون اقدام
C_172854,2021-05-29,وصول مطالبات,پیگیری تلفنی
C_172854,2020-06-09,وصول مطالبات,بدون اقدام
C_172854,2020-04-26,خدمات فنی,بازدید فنی
C_172854,2020-04-26,خدمات فنی,بازدید فنی
C_172854,2020-05-27,برنامه خرید,جلسه قیمت
C_172854,2020-04-13,خدمات فنی,ارسال نمونه
C_174878,2021-03-11,کیفیت محصول,پیگیری تلفنی
C_174878,2020-10-13,قیمت و تخفیف,بدون اقدام
C_174878,2020-11-20,خدمات فنی,بدون اقدام
C_174878,2020-11-20,خدمات فنی,بدون اقدام
C_174878,2020-10-12,وصول مطالبات,بازدید فنی
C_174878,2020-11-29,پیگیری سفارش,بدون اقدام
C_178039,2021-01-08,قیمت و تخفیف,بازدید فنی
C_178039,2021-06-16,پیگیری سفارش,ارسال نمونه
C_178039,2021-05-03,قیمت و تخفیف,پیگیری تلفنی
C_178039,2021-06-24,خدمات فنی,پیگیری تلفنی
C_178039,2021-08-17,نمونه محصول,پیگیری تلفنی
C_180562,2022-05-27,کیفیت محصول,پیگیری تلفنی
C_180562,2022-06-27,خدمات فنی,جلسه قیمت
C_180562,2022-05-14,قیمت و تخفیف,جلسه قیمت
C_180562,2022-06-14,پیگیری سفارش,بازدید فنی
C_180562,2022-05-30,کیفیت محصول,ارسال نمونه
C_180745,2020-12-31,کیفیت محصول,بازدید فنی
C_180745,2020-09-06,پیگیری سفارش,بازدید فنی
C_180745,2020-12-22,نمونه محصول,جلسه قیمت
C_180745,2020-08-15,قیمت و تخفیف,پیگیری تلفنی
C_180745,2020-12-21,برنامه خرید,پیگیری تلفنی
C_180745,2020-02-09,خدمات فنی,جلسه قیمت
C_180745,2021-11-25,نمونه محصول,ارسال نمونه
C_180745,2020-10-03,پیگیری سفارش,ارسال نمونه
C_180817,2021-02-03,برنامه خرید,پیگیری تلفنی
C_180817,2021-10-27,خدمات فنی,جلسه قیمت
C_180817,2022-01-02,نمونه محصول,ارسال نمونه
C_180817,2021-06-06,پیگیری سفارش,ارسال نمونه
C_180817,2021-10-01,پیگیری سفارش,جلسه قیمت
C_180817,2021-10-01,پیگیری سفارش,جلسه قیمت
C_180817,2021-08-23,قیمت و تخفیف,جلسه قیمت
C_180817,2021-10-21,پیگیری سفارش,بازدید فنی
C_181387,2022-05-03,نمونه محصول,بازدید فنی
C_181387,2022-06-03,خدمات فنی,بدون اقدام
C_181387,2022-05-16,وصول مطالبات,بدون اقدام
C_181387,2022-04-02,خدمات فنی,جلسه قیمت
C_181387,2022-04-07,کیفیت محصول,بازدید فنی
C_182241,2020-05-31,پیگیری سفارش,بازدید فنی
C_182241,2020-12-31,کیفیت محصول,بازدید فنی
C_182241,2021-02-13,قیمت و تخفیف,بدون اقدام
C_182241,2020-10-28,پیگیری سفارش,ارسال نمونه
C_182241,2020-09-27,برنامه خرید,بدون اقدام
C_183105,2021-10-26,قیمت و تخفیف,بازدید فنی
C_183105,2021-08-21,پیگیری سفارش,جلسه قیمت
C_183105,2021-08-21,پیگیری سفارش,جلسه قیمت
C_183105,2022-02-16,پیگیری سفارش,پیگیری تلفنی
C_183105,2022-05-27,قیمت و تخفیف,پیگیری تلفنی
C_183105,2022-04-23,برنامه خرید,جلسه قیمت
C_184726,2021-08-11,برنامه خرید,پیگیری تلفنی
C_184726,2020-04-08,نمونه محصول,پیگیری تلفنی
C_184726,2020-04-08,نمونه محصول,پیگیری تلفنی
C_184726,2020-05-09,خدمات فنی,پیگیری تلفنی
C_184726,2020-03-26,برنامه خرید,ارسال نمونه
C_184726,2020-04-26,قیمت و تخفیف,بدون اقدام
C_185126,2022-03-28,وصول مطالبات,پیگیری تلفنی
C_185126,2021-10-30,پیگیری سفارش,بازدید فنی
C_185126,2020-08-18,قیمت و تخفیف,بازدید فنی
C_185126,2022-07-15,وصول مطالبات,بدون اقدام
C_185126,2021-09-10,قیمت و تخفیف,جلسه قیمت
C_185126,2021-02-10,خدمات فنی,جلسه قیمت
C_185126,2020-08-28,خدمات فنی,ارسال نمونه
C_185126,2020-12-15,وصول مطالبات,بازدید فنی
C_185126,2020-10-15,کیفیت محصول,بازدید فنی
C_185126,2022-02-28,کیفیت محصول,بازدید فنی
C_185126,2020-06-17,کیفیت محصول,پیگیری تلفنی
C_189507,2022-06-05,پیگیری سفارش,جلسه قیمت
C_189507,2022-04-07,کیفیت محصول,بدون اقدام
C_189507,2022-03-12,وصول مطالبات,جلسه قیمت
C_189507,2022-01-02,پیگیری سفارش,بدون اقدام
