Quality_Record_ID,Sales_Line_ID,Lot_ID,Hembaft_ID,Hembaft_Lot_Key,Product_ID,Production_Date,Measured_At,Available_At,Tensile_Strength_cN_dtex,Elongation_Pct,Evenness_CV_Pct,Oil_Pickup_Pct,Sample_Count,Lab_Result,Source_System
QLT-00000153,SL-00000561,LOT-202010-397999,,,P_230552,2020-10-09,2020-10-11,2020-10-11,4.49,34.0%,2.1%,0.4%,6,قبول,QMS_LAB
QLT-00000154,SL-00000566,LOT-202111-112241,,,P_639522,2021-10-17,2021-10-18,2021-10-18,3.41,26.0%,2.1%,0.9%,9,قبول,QMS_LAB
QLT-00000155,SL-00000567,LOT-202002-617831,,,P_444447,2020-01-25,2020-01-27,2020-01-29,3.64,24.4%,0.8%,0.9%,8,قبول,QMS_LAB
QLT-00000156,SL-00000577,LOT-202103-905938,,,P_RARE_Product_Family_02,2021-03-12,2021-03-12,2021-03-13,4.49,20.8%,0.8%,0.9%,8,قبول,QMS_LAB
QLT-00000157,SL-00000585,LOT-202008-427580,,,P_086593,2020-08-16,2020-08-16,2020-08-16,3.07,25.0%,1.7%,0.5%,5,قبول,QMS_LAB
QLT-00000158,SL-00000588,LOT-202002-050806,,,P_661344,2020-02-05,2020-02-07,2020-02-08,3.34,24.3%,2.0%,0.5%,10,قبول,QMS_LAB
QLT-00000159,SL-00000592,LOT-202004-200140,,,P_509864,2020-04-25,2020-04-25,2020-04-25,4.19,20.7%,2.0%,0.5%,10,قبول,QMS_LAB
QLT-00000160,SL-00000598,LOT-202102-028163,,,P_836866,2021-01-29,2021-01-31,2021-02-01,4.15,19.8%,2.0%,0.4%,4,قبول,QMS_LAB
QLT-00000161,SL-00000599,LOT-202005-681926,,,P_366749,2020-05-16,2020-05-17,2020-05-17,3.93,21.4%,1.6%,0.5%,5,قبول,QMS_LAB
QLT-00000162,SL-00000606,LOT-202011-682577,,,P_421045,2020-10-17,2020-10-19,2020-10-20,2.80,28.7%,2.2%,0.9%,4,قبول,QMS_LAB
QLT-00000163,SL-00000612,LOT-202109-221065,,,P_RARE_Product_Family_03,2021-09-18,2021-09-19,2021-09-19,2.80,25.0%,1.9%,0.5%,10,قبول,QMS_LAB
QLT-00000164,SL-00000613,LOT-202008-262982,,,P_RARE_Product_Family_05,2020-08-14,2020-08-16,2020-08-17,3.03,23.3%,2.2%,0.4%,9,قبول,QMS_LAB
QLT-00000165,SL-00000614,LOT-202102-290182,,,P_404680,2021-02-07,2021-02-08,2021-02-09,4.15,32.3%,2.2%,0.9%,4,قبول,QMS_LAB
QLT-00000166,SL-00000619,LOT-202002-714104,,,P_576643,2020-02-15,2020-02-15,2020-02-15,3.07,24.2%,2.2%,0.5%,7,قبول,QMS_LAB
QLT-00000167,SL-00000627,LOT-202109-722356,,,P_310017,2021-09-10,2021-09-10,2021-09-10,3.58,29.3%,1.5%,1.2%,5,قبول,QMS_LAB
QLT-00000168,SL-00000633,LOT-202105-732418,,,P_982549,2021-05-21,2021-05-23,2021-05-24,3.92,24.4%,0.9%,1.0%,9,قبول,QMS_LAB
QLT-00000169,SL-00000638,LOT-202105-423473,,,P_061764,2021-04-30,2021-04-30,2021-04-30,3.66,25.1%,2.2%,0.9%,4,قبول,QMS_LAB
QLT-00000170,SL-00000639,LOT-202004-563927,,,P_693439,2020-03-19,2020-03-20,2020-03-22,3.88,23.5%,0.9%,0.9%,3,قبول,QMS_LAB
QLT-00000171,SL-00000640,LOT-202104-743868,,,P_593409,2021-03-20,2021-03-22,2021-03-22,4.98,21.9%,1.2%,1.1%,10,قبول,QMS_LAB
QLT-00000172,SL-00000646,LOT-202110-915759,,,P_RARE_Product_Family_05,2021-10-14,2021-10-16,2021-10-17,4.12,29.3%,1.5%,0.6%,4,قبول,QMS_LAB
QLT-00000173,SL-00000647,LOT-202003-263065,,,P_128221,2020-03-06,2020-03-07,2020-03-09,3.90,30.9%,1.2%,0.7%,5,قبول,QMS_LAB
QLT-00000174,SL-00000650,LOT-202011-293887,,,P_052026,2020-11-11,2020-11-11,2020-11-11,3.36,34.7%,1.5%,0.8%,8,قبول,QMS_LAB
QLT-00000175,SL-00000651,LOT-202008-123596,,,P_637093,2020-07-28,2020-07-29,2020-07-30,3.58,33.1%,1.8%,0.7%,7,قبول,QMS_LAB
QLT-00000176,SL-00000657,LOT-202101-936085,,,P_989994,2020-12-17,2020-12-18,2020-12-18,4.43,25.7%,1.5%,1.2%,5,قبول,QMS_LAB
QLT-00000177,SL-00000662,LOT-202003-885100,,,P_631577,2020-03-14,2020-03-16,2020-03-17,4.79,32.2%,1.8%,0.6%,8,قبول,QMS_LAB
QLT-00000178,SL-00000663,LOT-202108-475471,,,P_RARE_Product_Family_04,2021-08-15,2021-08-16,2021-08-16,4.57,33.8%,1.5%,0.7%,9,قبول,QMS_LAB
QLT-00000179,SL-00000668,LOT-202204-664878,,,P_RARE_Product_Family_05,2022-04-03,2022-04-03,2022-04-03,4.84,33.1%,1.8%,0.7%,6,قبول,QMS_LAB
QLT-00000180,SL-00000673,LOT-202008-023619,,,P_128326,2020-08-10,2020-08-10,2020-08-10,3.72,20.4%,1.5%,0.7%,9,قبول,QMS_LAB
QLT-00000181,SL-00000676,LOT-202204-145897,,,P_494409,2022-03-26,2022-03-27,2022-03-27,4.79,28.4%,1.5%,1.1%,6,قبول,QMS_LAB
QLT-00000182,SL-00000678,LOT-202106-319465,,,P_RARE_Product_Family_05,2021-06-09,2021-06-11,2021-06-13,4.84,29.4%,1.5%,1.2%,4,قبول,QMS_LAB
QLT-00000183,SL-00000679,LOT-202204-275332,,,P_160425,2022-04-23,2022-04-23,2022-04-24,2.86,27.7%,1.8%,1.1%,3,قبول,QMS_LAB
QLT-00000184,SL-00000682,LOT-202108-530916,,,P_193053,2021-07-24,2021-07-26,2021-07-27,3.49,33.3%,2.1%,1.1%,8,قبول,QMS_LAB
QLT-00000185,SL-00000684,LOT-202202-254904,,,P_434331,2022-02-11,2022-02-13,2022-02-13,4.35,25.9%,1.8%,0.7%,6,قبول,QMS_LAB
QLT-00000186,SL-00000687,LOT-202110-905003,,,P_RARE_Product_Family_03,2021-10-14,2021-10-14,2021-10-15,4.57,24.3%,2.1%,0.6%,5,قبول,QMS_LAB
QLT-00000187,SL-00000689,LOT-202103-359652,,,P_655124,2021-03-17,2021-03-17,2021-03-17,3.22,34.0%,1.8%,1.1%,3,قبول,QMS_LAB
QLT-00000188,SL-00000696,LOT-202009-665324,,,P_RARE_Product_Family_03,2020-08-29,2020-08-30,2020-08-30,3.49,29.5%,1.8%,0.7%,6,قبول,QMS_LAB
QLT-00000189,SL-00000698,LOT-202011-953959,,,P_RARE_Product_Family_03,2020-11-06,2020-11-06,2020-11-07,3.45,28.6%,1.8%,0.6%,8,قبول,QMS_LAB
QLT-00000190,SL-00000701,LOT-202006-987555,,,P_RARE_Product_Family_03,2020-06-08,2020-06-08,2020-06-08,3.11,34.1%,1.6%,0.7%,8,قبول,QMS_LAB
QLT-00000191,SL-00000704,LOT-202105-106690,,,P_490196,2021-05-22,2021-05-23,2021-05-24,4.19,25.2%,1.6%,1.1%,5,قبول,QMS_LAB
QLT-00000192,SL-00000711,LOT-202006-049419,,,P_666628,2020-06-05,2020-06-06,2020-06-06,4.97,22.1%,2.2%,0.9%,4,قبول,QMS_LAB
QLT-00000193,SL-00000716,LOT-202002-983362,,,P_RARE_Product_Family_04,2020-01-18,2020-01-20,2020-01-20,3.84,30.1%,2.2%,0.4%,9,قبول,QMS_LAB
QLT-00000194,SL-00000717,LOT-202012-752151,,,P_957119,2020-12-06,2020-12-07,2020-12-09,3.62,31.7%,1.9%,0.5%,10,قبول,QMS_LAB
QLT-00000195,SL-00000725,LOT-202011-020578,,,P_RARE_Product_Family_05,2020-10-19,2020-10-19,2020-10-20,4.41,33.1%,1.3%,1.1%,8,قبول,QMS_LAB
QLT-00000196,SL-00000732,LOT-202002-518033,,,P_483111,2020-02-09,2020-02-09,2020-02-10,3.33,28.8%,1.6%,1.1%,5,قبول,QMS_LAB
QLT-00000197,SL-00000733,LOT-202005-281985,,,P_982549,2020-05-04,2020-05-06,2020-05-08,3.11,30.4%,1.3%,1.2%,6,قبول,QMS_LAB
QLT-00000198,SL-00000739,LOT-202109-883691,,,P_RARE_Product_Family_05,2021-09-12,2021-09-13,2021-09-13,3.07,29.5%,1.3%,1.1%,8,قبول,QMS_LAB
QLT-00000199,SL-00000740,LOT-202005-334368,,,P_995645,2020-04-19,2020-04-20,2020-04-21,4.82,21.2%,1.0%,0.6%,9,قبول,QMS_LAB
QLT-00000200,SL-00000745,LOT-202106-311984,,,P_RARE_Product_Family_01,2021-06-05,2021-06-05,2021-06-06,3.74,30.2%,1.0%,1.1%,4,قبول,QMS_LAB
QLT-00000201,SL-00000753,LOT-202003-117573,,,P_033867,2020-03-16,2020-03-18,2020-03-18,4.41,29.3%,1.0%,0.7%,6,قبول,QMS_LAB
QLT-00000202,SL-00000755,LOT-202007-137435,,,P_042415,2020-07-14,2020-07-16,2020-07-17,3.56,19.7%,1.3%,1.1%,8,قبول,QMS_LAB
QLT-00000203,SL-00000756,LOT-202108-479313,,,P_RARE_Product_Family_02,2021-07-21,2021-07-22,2021-07-24,3.33,21.3%,1.0%,1.2%,9,قبول,QMS_LAB
QLT-00000204,SL-00000758,LOT-202111-569861,,,P_308873,2021-11-04,2021-11-05,2021-11-06,4.68,28.6%,1.3%,0.7%,3,قبول,QMS_LAB
QLT-00000205,SL-00000760,LOT-202008-814158,,,P_RARE_Product_Family_04,2020-08-09,2020-08-10,2020-08-10,3.20,30.2%,1.0%,0.8%,5,قبول,QMS_LAB
QLT-00000206,SL-00000765,LOT-202103-862232,,,P_RARE_Product_Family_04,2021-02-27,2021-02-27,2021-02-27,4.32,22.2%,1.0%,0.4%,8,قبول,QMS_LAB
QLT-00000207,SL-00000770,LOT-202008-980432,,,P_571374,2020-08-27,2020-08-29,2020-08-30,3.20,34.0%,1.3%,1.2%,7,قبول,QMS_LAB
QLT-00000208,SL-00000771,LOT-202102-930861,,,P_623611,2021-02-19,2021-02-20,2021-02-22,2.97,18.6%,1.0%,0.4%,8,قبول,QMS_LAB
QLT-00000209,SL-00000775,LOT-202107-610124,,,P_995713,2021-06-18,2021-06-18,2021-06-19,4.28,25.0%,1.3%,0.7%,4,قبول,QMS_LAB
QLT-00000210,SL-00000783,LOT-202110-943722,,,P_RARE_Product_Family_04,2021-10-16,2021-10-16,2021-10-17,3.77,19.9%,2.0%,0.9%,6,قبول,QMS_LAB
QLT-00000211,SL-00000785,LOT-202109-413395,,,P_159680,2021-08-23,2021-08-23,2021-08-23,4.62,29.6%,1.7%,0.5%,4,قبول,QMS_LAB
QLT-00000212,SL-00000786,LOT-202010-102715,,,P_RARE_Product_Family_04,2020-09-20,2020-09-21,2020-09-23,4.85,28.0%,2.0%,0.4%,3,قبول,QMS_LAB
QLT-00000213,SL-00000788,LOT-202106-875071,,,P_693518,2021-06-21,2021-06-23,2021-06-24,4.89,28.9%,2.0%,0.5%,9,قبول,QMS_LAB
QLT-00000214,SL-00000793,LOT-202007-637142,,,P_282386,2020-07-17,2020-07-18,2020-07-19,4.62,33.3%,2.0%,0.9%,6,قبول,QMS_LAB
QLT-00000215,SL-00000798,LOT-202106-399406,,,P_RARE_Product_Family_02,2021-06-07,2021-06-07,2021-06-09,4.89,32.6%,2.3%,0.9%,3,قبول,QMS_LAB
QLT-00000216,SL-00000799,LOT-202006-985768,,,P_459910,2020-05-19,2020-05-21,2020-05-21,4.66,34.2%,2.0%,1.0%,4,قبول,QMS_LAB
QLT-00000217,SL-00000801,LOT-202112-478086,,,P_016117,2021-11-21,2021-11-22,2021-11-24,3.96,33.8%,1.6%,0.6%,10,قبول,QMS_LAB
QLT-00000218,SL-00000804,LOT-202007-542808,,,P_593409,2020-07-25,2020-07-25,2020-07-27,2.88,25.8%,1.6%,1.1%,5,قبول,QMS_LAB
QLT-00000219,SL-00000810,LOT-202110-319980,,,P_241469,2021-10-02,2021-10-03,2021-10-03,4.19,28.4%,1.6%,1.0%,7,قبول,QMS_LAB
QLT-00000220,SL-00000814,LOT-202110-088349,,,P_RARE_Product_Family_04,2021-09-21,2021-09-23,2021-09-24,2.88,22.0%,1.3%,0.7%,3,قبول,QMS_LAB
QLT-00000221,SL-00000815,LOT-202008-465113,,,P_826794,2020-08-17,2020-08-17,2020-08-17,3.11,20.4%,1.6%,0.6%,10,قبول,QMS_LAB
QLT-00000222,SL-00000820,LOT-202009-023770,,,P_868198,2020-09-05,2020-09-05,2020-09-07,4.19,24.7%,1.3%,0.6%,5,قبول,QMS_LAB
QLT-00000223,SL-00000825,LOT-202001-086155,,,P_539367,2020-01-12,2020-01-13,2020-01-13,3.07,32.7%,1.3%,1.0%,10,قبول,QMS_LAB
QLT-00000224,SL-00000830,LOT-202008-543323,,,P_874918,2020-08-04,2020-08-06,2020-08-07,4.19,20.9%,1.0%,1.1%,3,قبول,QMS_LAB
QLT-00000225,SL-00000831,LOT-202105-706528,,,P_970810,2021-05-03,2021-05-03,2021-05-03,4.41,19.3%,1.3%,1.0%,10,قبول,QMS_LAB
QLT-00000226,SL-00000835,LOT-202202-601193,,,P_RARE_Product_Family_04,2022-01-27,2022-01-28,2022-01-29,3.11,29.9%,1.0%,0.7%,6,قبول,QMS_LAB
QLT-00000227,SL-00000841,LOT-202003-210448,,,P_264078,2020-03-11,2020-03-13,2020-03-14,3.75,29.8%,2.2%,1.2%,10,قبول,QMS_LAB
QLT-00000228,SL-00000846,LOT-202110-406524,,,P_RARE_Product_Family_04,2021-10-11,2021-10-11,2021-10-13,4.83,20.8%,2.2%,0.7%,7,قبول,QMS_LAB
QLT-00000229,SL-00000851,LOT-202003-460730,,,P_RARE_Product_Family_03,2020-03-22,2020-03-22,2020-03-23,3.94,23.3%,1.9%,1.2%,6,قبول,QMS_LAB
QLT-00000230,SL-00000852,LOT-202011-618715,,,P_145878,2020-11-14,2020-11-15,2020-11-17,4.16,21.7%,2.2%,1.1%,5,قبول,QMS_LAB
QLT-00000231,SL-00000854,LOT-202107-114988,,,P_RARE_Product_Family_04,2021-07-09,2021-07-10,2021-07-11,2.82,31.3%,1.9%,0.7%,3,قبول,QMS_LAB
QLT-00000232,SL-00000862,LOT-202007-347020,,,P_769459,2020-07-25,2020-07-25,2020-07-27,4.16,34.9%,1.9%,0.7%,3,قبول,QMS_LAB
QLT-00000233,SL-00000869,LOT-202107-907955,,,P_RARE_Product_Family_02,2021-07-05,2021-07-07,2021-07-08,3.08,26.9%,1.9%,1.2%,6,قبول,QMS_LAB
QLT-00000234,SL-00000875,LOT-202003-801650,,,P_844122,2020-02-27,2020-02-29,2020-03-02,3.62,21.7%,2.2%,0.8%,6,قبول,QMS_LAB
QLT-00000235,SL-00000878,LOT-202009-665324,,,P_RARE_Product_Family_03,2020-08-21,2020-08-21,2020-08-23,4.70,29.8%,2.2%,1.2%,3,قبول,QMS_LAB
QLT-00000236,SL-00000887,LOT-202010-761673,,,P_RARE_Product_Family_03,2020-10-07,2020-10-09,2020-10-10,3.73,23.0%,1.2%,0.5%,8,قبول,QMS_LAB
QLT-00000237,SL-00000889,LOT-202003-574064,,,P_RARE_Product_Family_03,2020-03-23,2020-03-25,2020-03-27,2.88,30.4%,1.5%,0.9%,10,قبول,QMS_LAB
QLT-00000238,SL-00000892,LOT-202005-616373,,,P_RARE_Product_Family_02,2020-04-21,2020-04-23,2020-04-24,3.95,34.7%,1.2%,0.9%,5,قبول,QMS_LAB
QLT-00000239,SL-00000897,LOT-202205-402922,,,P_427361,2022-04-28,2022-04-29,2022-04-30,2.88,26.6%,1.2%,0.5%,8,قبول,QMS_LAB
QLT-00000240,SL-00000900,LOT-202004-070779,,,P_RARE_Product_Family_04,2020-04-10,2020-04-10,2020-04-12,4.97,32.4%,1.1%,1.0%,7,قبول,QMS_LAB
QLT-00000241,SL-00000903,LOT-202007-696229,,,P_RARE_Product_Family_02,2020-07-04,2020-07-06,2020-07-06,4.74,34.0%,2.3%,1.0%,8,قبول,QMS_LAB
QLT-00000242,SL-00000905,LOT-202008-409876,,,P_RARE_Product_Family_02,2020-08-20,2020-08-22,2020-08-23,3.89,24.4%,1.1%,0.6%,10,قبول,QMS_LAB
QLT-00000243,SL-00000912,LOT-202110-093034,,,P_275491,2021-09-20,2021-09-20,2021-09-20,3.48,32.5%,1.0%,0.7%,7,قبول,QMS_LAB
QLT-00000244,SL-00000917,LOT-202203-576090,,,P_RARE_Product_Family_03,2022-03-12,2022-03-13,2022-03-13,4.56,23.6%,1.0%,1.1%,4,قبول,QMS_LAB
QLT-00000245,SL-00000918,LOT-202103-016777,,,P_RARE_Product_Family_03,2021-03-06,2021-03-06,2021-03-07,4.83,22.8%,1.4%,1.1%,9,قبول,QMS_LAB
QLT-00000246,SL-00000919,LOT-202104-606089,,,P_232438,2021-03-17,2021-03-19,2021-03-21,4.60,24.5%,1.0%,1.2%,10,قبول,QMS_LAB
QLT-00000247,SL-00000922,LOT-202006-470914,,,P_591650,2020-06-26,2020-06-27,2020-06-28,3.48,19.3%,1.4%,1.1%,9,قبول,QMS_LAB
QLT-00000248,SL-00000927,LOT-202002-877559,,,P_046254,2020-01-26,2020-01-26,2020-01-26,4.60,28.2%,1.4%,0.7%,4,قبول,QMS_LAB
QLT-00000249,SL-00000928,LOT-202004-912661,,,P_572494,2020-04-09,2020-04-09,2020-04-11,3.44,18.4%,1.4%,1.0%,3,قبول,QMS_LAB
QLT-00000250,SL-00000936,LOT-202103-221100,,,P_505516,2021-03-12,2021-03-14,2021-03-16,3.48,23.0%,1.7%,0.6%,3,قبول,QMS_LAB
QLT-00000251,SL-00000937,LOT-202110-828795,,,P_964660,2021-10-16,2021-10-17,2021-10-17,3.26,24.6%,1.3%,0.7%,4,قبول,QMS_LAB
QLT-00000252,SL-00000939,LOT-202204-664878,,,P_RARE_Product_Family_05,2022-03-25,2022-03-25,2022-03-26,3.21,23.7%,1.3%,0.6%,6,قبول,QMS_LAB
QLT-00000253,SL-00000941,LOT-202009-017888,,,P_484354,2020-08-22,2020-08-24,2020-08-25,3.26,28.4%,1.7%,1.1%,6,قبول,QMS_LAB
QLT-00000254,SL-00000944,LOT-202204-539291,,,P_RARE_Product_Family_02,2022-04-14,2022-04-14,2022-04-15,4.33,19.4%,1.7%,0.6%,3,قبول,QMS_LAB
QLT-00000255,SL-00000951,LOT-202009-505626,,,P_RARE_Product_Family_02,2020-09-05,2020-09-06,2020-09-06,4.54,33.8%,1.6%,1.2%,10,قبول,QMS_LAB
QLT-00000256,SL-00000954,LOT-202011-366802,,,P_525309,2020-10-19,2020-10-19,2020-10-21,3.46,25.7%,1.6%,0.8%,5,قبول,QMS_LAB
QLT-00000257,SL-00000957,LOT-202204-168713,,,P_499327,2022-03-20,2022-03-21,2022-03-22,3.68,24.1%,2.0%,0.7%,4,قبول,QMS_LAB
QLT-00000258,SL-00000967,LOT-202003-432957,,,P_RARE_Product_Family_05,2020-02-15,2020-02-17,2020-02-18,4.54,20.5%,1.9%,0.7%,4,قبول,QMS_LAB
QLT-00000259,SL-00000969,LOT-202104-791786,,,P_499327,2021-04-18,2021-04-18,2021-04-18,4.58,21.4%,1.9%,0.8%,10,قبول,QMS_LAB
QLT-00000260,SL-00000972,LOT-202108-254670,,,P_RARE_Product_Family_02,2021-08-05,2021-08-07,2021-08-07,4.31,25.9%,1.9%,1.2%,7,قبول,QMS_LAB
QLT-00000261,SL-00000977,LOT-202109-618461,,,P_950323,2021-08-20,2021-08-20,2021-08-20,3.19,33.9%,1.9%,0.7%,4,قبول,QMS_LAB
QLT-00000262,SL-00000981,LOT-202111-429623,,,P_RARE_Product_Family_02,2021-10-30,2021-10-30,2021-10-30,3.05,24.4%,2.2%,0.8%,6,قبول,QMS_LAB
QLT-00000263,SL-00000993,LOT-202109-223512,,,P_285147,2021-09-04,2021-09-05,2021-09-06,3.05,28.1%,0.9%,0.4%,8,قبول,QMS_LAB
QLT-00000264,SL-00000994,LOT-202108-254670,,,P_RARE_Product_Family_02,2021-08-05,2021-08-07,2021-08-08,4.13,19.2%,0.9%,0.8%,5,قبول,QMS_LAB
QLT-00000265,SL-00000995,LOT-202109-944237,,,P_319957,2021-09-03,2021-09-04,2021-09-06,3.90,20.8%,2.2%,0.8%,6,قبول,QMS_LAB
QLT-00000266,SL-00001000,LOT-202006-258137,,,P_343377,2020-06-16,2020-06-18,2020-06-18,3.93,32.8%,1.2%,1.0%,3,قبول,QMS_LAB
QLT-00000267,SL-00001001,LOT-202006-117735,,,P_528372,2020-05-25,2020-05-25,2020-05-26,4.16,31.2%,1.5%,0.9%,10,قبول,QMS_LAB
QLT-00000268,SL-00001006,LOT-202107-795380,,,P_275491,2021-06-30,2021-07-02,2021-07-03,3.08,23.1%,1.5%,0.5%,5,قبول,QMS_LAB
QLT-00000269,SL-00001010,LOT-202106-133834,,,P_310017,2021-06-26,2021-06-26,2021-06-26,3.93,19.5%,1.5%,0.5%,5,قبول,QMS_LAB
QLT-00000270,SL-00001022,LOT-202008-273258,,,P_RARE_Product_Family_04,2020-08-18,2020-08-20,2020-08-21,3.38,30.6%,2.2%,0.6%,9,قبول,QMS_LAB
QLT-00000271,SL-00001027,LOT-202008-747163,,,P_264883,2020-07-16,2020-07-17,2020-07-18,4.50,22.5%,2.2%,1.1%,4,قبول,QMS_LAB
QLT-00000272,SL-00001028,LOT-202110-420823,,,P_807860,2021-09-29,2021-09-29,2021-09-29,3.42,31.5%,2.2%,0.7%,7,قبول,QMS_LAB
QLT-00000273,SL-00001029,LOT-202105-231522,,,P_RARE_Product_Family_05,2021-05-25,2021-05-26,2021-05-28,3.65,29.9%,0.9%,0.7%,6,قبول,QMS_LAB
QLT-00000274,SL-00001036,LOT-202006-237242,,,P_RARE_Product_Family_04,2020-05-30,2020-05-30,2020-06-01,3.38,34.3%,0.9%,1.1%,3,قبول,QMS_LAB
QLT-00000275,SL-00001037,LOT-202008-358327,,,P_RARE_Product_Family_03,2020-07-15,2020-07-17,2020-07-18,3.16,18.9%,2.1%,1.1%,4,قبول,QMS_LAB
QLT-00000276,SL-00001038,LOT-202111-694252,,,P_024612,2021-11-10,2021-11-11,2021-11-12,3.42,18.2%,0.9%,1.2%,9,قبول,QMS_LAB
QLT-00000277,SL-00001042,LOT-202010-257294,,,P_376553,2020-09-25,2020-09-25,2020-09-25,4.07,27.6%,1.4%,0.9%,8,قبول,QMS_LAB
QLT-00000278,SL-00001043,LOT-202108-203580,,,P_593409,2021-07-29,2021-07-30,2021-08-01,4.29,26.0%,1.8%,0.8%,7,قبول,QMS_LAB
QLT-00000279,SL-00001045,LOT-202201-157341,,,P_970810,2022-01-12,2022-01-13,2022-01-13,2.95,18.7%,1.4%,0.4%,5,قبول,QMS_LAB
QLT-00000280,SL-00001048,LOT-202104-947789,,,P_983543,2021-03-31,2021-03-31,2021-04-01,3.21,18.0%,1.8%,0.4%,10,قبول,QMS_LAB
QLT-00000281,SL-00001053,LOT-202002-170092,,,P_242632,2020-02-05,2020-02-07,2020-02-08,2.95,22.4%,1.7%,0.8%,7,قبول,QMS_LAB
QLT-00000282,SL-00001058,LOT-202101-895120,,,P_118397,2020-12-30,2020-12-31,2021-01-02,3.21,21.7%,2.1%,0.8%,4,قبول,QMS_LAB
QLT-00000283,SL-00001059,LOT-202009-344778,,,P_388809,2020-09-10,2020-09-10,2020-09-10,2.99,23.3%,1.7%,0.9%,5,قبول,QMS_LAB
QLT-00000284,SL-00001060,LOT-202006-547764,,,P_RARE_Product_Family_04,2020-05-30,2020-05-31,2020-06-01,3.93,23.3%,1.8%,0.9%,7,قبول,QMS_LAB
QLT-00000285,SL-00001066,LOT-202003-609780,,,P_787809,2020-03-13,2020-03-14,2020-03-14,4.79,32.9%,1.5%,0.5%,5,قبول,QMS_LAB
QLT-00000286,SL-00001067,LOT-202105-044976,,,P_RARE_Product_Family_02,2021-05-27,2021-05-29,2021-05-31,2.81,31.3%,1.8%,0.4%,4,قبول,QMS_LAB
QLT-00000287,SL-00001075,LOT-202109-768721,,,P_661344,2021-09-16,2021-09-16,2021-09-17,4.29,22.3%,1.4%,0.4%,6,قبول,QMS_LAB
QLT-00000288,SL-00001078,LOT-202106-359606,,,P_RARE_Product_Family_04,2021-06-05,2021-06-07,2021-06-07,3.21,31.2%,1.4%,0.9%,9,قبول,QMS_LAB
QLT-00000289,SL-00001080,LOT-202108-296522,,,P_RARE_Product_Family_04,2021-08-10,2021-08-12,2021-08-13,3.15,27.3%,2.3%,0.4%,10,قبول,QMS_LAB
QLT-00000290,SL-00001084,LOT-202103-510763,,,P_RARE_Product_Family_04,2021-03-05,2021-03-05,2021-03-07,4.04,20.9%,2.0%,1.0%,6,قبول,QMS_LAB
QLT-00000291,SL-00001085,LOT-202007-553799,,,P_054394,2020-06-25,2020-06-26,2020-06-27,4.27,19.2%,2.3%,0.9%,5,قبول,QMS_LAB
QLT-00000292,SL-00001091,LOT-202111-265973,,,P_278460,2021-10-20,2021-10-22,2021-10-23,2.92,32.7%,2.3%,0.9%,5,قبول,QMS_LAB
QLT-00000293,SL-00001094,LOT-202006-068604,,,P_RARE_Product_Family_02,2020-06-16,2020-06-17,2020-06-17,4.04,24.6%,2.3%,0.5%,8,قبول,QMS_LAB
QLT-00000294,SL-00001100,LOT-202107-317845,,,P_RARE_Product_Family_03,2021-06-19,2021-06-21,2021-06-22,4.77,33.1%,1.4%,0.4%,4,قبول,QMS_LAB
QLT-00000295,SL-00001103,LOT-202205-612584,,,P_569202,2022-04-15,2022-04-15,2022-04-15,2.80,31.5%,1.7%,1.2%,3,قبول,QMS_LAB
QLT-00000296,SL-00001106,LOT-202012-248773,,,P_566895,2020-12-24,2020-12-26,2020-12-26,3.92,23.4%,1.7%,0.8%,6,قبول,QMS_LAB
QLT-00000297,SL-00001115,LOT-201912-651058,,,P_RARE_Product_Family_05,2019-12-16,2019-12-16,2019-12-18,4.41,34.1%,1.7%,0.9%,5,قبول,QMS_LAB
QLT-00000298,SL-00001118,LOT-202005-016289,,,P_RARE_Product_Family_03,2020-05-02,2020-05-03,2020-05-05,3.29,25.1%,1.7%,0.4%,10,قبول,QMS_LAB
QLT-00000299,SL-00001120,LOT-202001-763112,,,P_RARE_Product_Family_04,2020-01-08,2020-01-09,2020-01-09,4.77,23.6%,2.0%,1.2%,8,قبول,QMS_LAB
QLT-00000300,SL-00001121,LOT-202102-304915,,,P_RARE_Product_Family_05,2021-02-04,2021-02-04,2021-02-05,4.55,25.2%,1.7%,0.4%,9,قبول,QMS_LAB
QLT-00000301,SL-00001126,LOT-202112-287872,,,P_713719,2021-11-30,2021-12-01,2021-12-03,3.43,33.2%,1.7%,0.8%,6,قبول,QMS_LAB
QLT-00000302,SL-00001130,LOT-202008-407628,,,P_434331,2020-08-05,2020-08-05,2020-08-07,4.77,19.8%,1.7%,0.8%,6,قبول,QMS_LAB
QLT-00000303,SL-00001141,LOT-202108-162950,,,P_RARE_Product_Family_03,2021-08-03,2021-08-05,2021-08-05,4.86,19.6%,1.4%,0.4%,5,قبول,QMS_LAB
QLT-00000304,SL-00001146,LOT-202202-414591,,,P_RARE_Product_Family_05,2022-01-26,2022-01-27,2022-01-28,4.64,21.2%,1.1%,0.5%,6,قبول,QMS_LAB
QLT-00000305,SL-00001151,LOT-202007-302433,,,P_376553,2020-06-30,2020-07-01,2020-07-01,3.01,31.7%,2.4%,1.0%,9,قبول,QMS_LAB
QLT-00000306,SL-00001162,LOT-202009-937430,,,P_RARE_Product_Family_03,2020-09-20,2020-09-20,2020-09-20,4.64,28.7%,1.7%,0.4%,10,قبول,QMS_LAB
