Complaint_ID,Customer_ID,Product_ID,گروه کالا,Complaint_Title,Complaint_Text,Hembaft_Reference,Severity,Created_At,Available_At,Complaint_Status,Resolved_At,Resolution_Available_At,Resolution_Text,Source_System
CMP-0052,C_282979,P_RARE_Product_Family_04,Product_Family_04,فیلامنت و پرز,در همبافت 1320400511 در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,زیاد,2020-11-02,2020-11-04,بسته,2020-12-07,2020-12-08,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320400511 مشخص گردید آسیب گاید یا تماس مکانیکی نخ. موضوع به سرپرست سالن FDY اعلام و مقرر شد بازبینی گایدها و تعویض قطعات دارای پلیسه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0053,C_479796,P_278460,Product_Family_03,جمع,مشتري اعلام نموده است پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع,,متوسط,2020-11-30,2020-12-01,بسته,2020-12-30,2020-12-31,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0054,C_812674,P_573948,Product_Family_03,جمع,در همبافت 1320500562 پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع,,زیاد,2021-03-20,2021-03-21,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0055,C_342564,P_807860,Product_Family_03,فیلامنت و پرز,بر اساس تصاوير ارسالي مشتري در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,کم,2020-10-12,2020-10-15,بسته,2020-11-12,2020-11-13,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320600579 مشخص گردید آسیب گاید یا تماس مکانیکی نخ. موضوع به سرپرست سالن FDY اعلام و مقرر شد بازبینی گایدها و تعویض قطعات دارای پلیسه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0056,C_582486,P_353119,Product_Family_05,شید رنگ,بر اساس تصاوير ارسالي مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين,,متوسط,2020-04-11,2020-04-13,بسته,2020-04-23,2020-04-24,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320600596 مشخص گردید اختلاف ساختار یا شرینکیج. موضوع به سرپرست سالن FDY اعلام و مقرر شد آزمون شید و شرینکیج روی نمونه شاهد. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0057,C_672706,P_RARE_Product_Family_02,Product_Family_02,بدپیچی / سفتی بسته,در همبافت 1320600613 بسته,,زیاد,2021-10-09,2021-10-10,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0058,C_683666,P_726474,Product_Family_03,استحکام پایین / پارگی,مشتري اعلام نموده است نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,,زیاد,2021-11-06,2021-11-07,بسته,2021-11-23,2021-11-24,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320600630 مشخص گردید کاهش استحکام در چند پوزیشن تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد تفکیک پوزیشن,QMS_COMPLAINTS
CMP-0059,C_948070,P_287998,Product_Family_01,بدپیچی / سفتی بسته,بر اساس تصاوير ارسالي مشتري بسته,,کم,2021-10-30,2021-11-02,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0060,C_866894,P_RARE_Product_Family_05,Product_Family_05,بدپیچی / سفتی بسته,طبق اعلام مشتري بسته,,متوسط,2020-04-01,2020-04-04,بسته,2020-05-05,2020-05-06,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320700681 مشخص گردید تنشن نامناسب وایندر. موضوع به سرپرست سالن FDY اعلام و مقرر شد تنظیم تنشن و کنترل دانسیته بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0061,C_683666,P_963457,Product_Family_05,شید رنگ,طبق اعلام مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين,,کم,2020-11-16,2020-11-17,بسته,2020-12-10,2020-12-11,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0062,C_762928,P_950323,Product_Family_04,الصاق لیبل اشتباه,مشتري اعلام نموده است مشخصات دنير روي دوک با ليبل پالت همخواني ندارد. مشتري عکس ارسال نموده است.,,متوسط,2021-01-18,2021-01-19,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0063,C_342564,P_RARE_Product_Family_03,Product_Family_03,جمع,بر اساس تصاوير ارسالي مشتري پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع,,متوسط,2022-04-25,2022-04-27,بسته,2022-06-01,2022-06-02,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0064,C_479796,P_RARE_Product_Family_02,Product_Family_02,نوسان دنیر / CV,بر اساس تصاوير ارسالي مشتري در بافت ظريف نوارهاي ضخيم و نازک مشاهده شده و نمره نخ يکنواخت نيست. مشتري عکس ارسال نموده است.,,متوسط,2021-07-05,2021-07-08,بسته,2021-07-20,2021-07-21,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320700749 مشخص گردید نوسان کشش در Draw Winding. موضوع به سرپرست سالن FDY اعلام و مقرر شد کالیبراسیون واحد کشش و افزایش دفعات آزمون دنیر. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0065,C_683666,P_RARE_Product_Family_05,Product_Family_05,جمع,مشتري اعلام نموده است پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع,,متوسط,2022-03-07,2022-03-08,بسته,2022-04-02,2022-04-03,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320800766+1320800783 مشخص گردید شرایط حرارتی نامتوازن در تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد بازتنظیم دمای هات,QMS_COMPLAINTS
CMP-0066,C_317124,P_903530,Product_Family_03,فیلامنت و پرز,در همبافت 1320800800 در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,بحرانی,2021-06-12,2021-06-13,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0067,C_473035,P_RARE_Product_Family_05,Product_Family_05,استحکام پایین / پارگی,بر اساس تصاوير ارسالي مشتري نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,,متوسط,2021-08-28,2021-08-30,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0068,C_502843,P_RARE_Product_Family_03,Product_Family_03,استحکام پایین / پارگی,در همبافت 1320900834 نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,,متوسط,2021-06-04,2021-06-07,بسته,2021-07-06,2021-07-07,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320900834 مشخص گردید کاهش استحکام در چند پوزیشن تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد تفکیک پوزیشن,QMS_COMPLAINTS
CMP-0069,C_984759,P_995713,Product_Family_03,اختلاف ازدیاد طول,مشتري اعلام نموده است ازدياد طول بوبين,,زیاد,2020-12-04,2020-12-05,بسته,2021-01-01,2021-01-02,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1321000851 مشخص گردید تفاوت Draw Ratio بین پوزیشن,QMS_COMPLAINTS
CMP-0070,C_705572,P_RARE_Product_Family_03,Product_Family_03,شید رنگ,بر اساس تصاوير ارسالي مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين,,متوسط,2020-09-11,2020-09-13,بسته,2020-09-19,2020-09-20,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1321000868 مشخص گردید اختلاف ساختار یا شرینکیج. موضوع به سرپرست سالن FDY اعلام و مقرر شد آزمون شید و شرینکیج روی نمونه شاهد. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0071,C_633661,P_343377,Product_Family_03,خرابی دوک و بسته,طبق اعلام مشتري لبه دوک آسيب دارد و چند بوبين در پالت سائيدگي پيدا کرده است.,,کم,2021-01-22,2021-01-23,بسته,2021-01-31,2021-02-01,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0072,C_361181,P_RARE_Product_Family_03,Product_Family_03,الصاق لیبل اشتباه,طبق اعلام مشتري مشخصات دنير روي دوک با ليبل پالت همخواني ندارد. مشتري عکس ارسال نموده است.,,زیاد,2021-04-16,2021-04-17,بسته,2021-04-24,2021-04-25,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1321200902 مشخص گردید خطای بسته,QMS_COMPLAINTS
CMP-0073,C_848211,P_987950,Product_Family_05,فیلامنت و پرز,مشتري اعلام نموده است در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,کم,2021-05-07,2021-05-10,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0074,C_683666,P_RARE_Product_Family_03,Product_Family_03,بدپیچی / سفتی بسته,طبق اعلام مشتري بسته,,متوسط,2021-01-13,2021-01-15,بسته,2021-02-03,2021-02-04,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1324200936 مشخص گردید تنشن نامناسب وایندر. موضوع به سرپرست سالن FDY اعلام و مقرر شد تنظیم تنشن و کنترل دانسیته بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
