Collection_ID,Customer_ID,شماره فاکتور,تاریخ فاکتور,تاریخ سررسید,تاریخ رویداد وصول,Available_At,مبلغ وصول,روز تأخیر,چک برگشتی,Source_System
COL-00000195,C_633661,T_012123,2021-09-27,2021-09-27,2021-11-08,2021-11-10,"687,502.83",42,خیر,ERP_COLLECTIONS
COL-00000196,C_932446,T_012322,2021-07-19,2021-07-19,2021-09-06,2021-09-07,"1,274.91",49,خیر,ERP_COLLECTIONS
COL-00000197,C_932446,T_012322,2021-07-19,2021-07-19,2021-09-13,2021-09-15,"1,274.90",56,خیر,ERP_COLLECTIONS
COL-00000198,C_329432,T_012330,2021-08-09,2021-08-09,2021-08-25,2021-08-27,"874,078.30",16,خیر,ERP_COLLECTIONS
COL-00000199,C_806376,T_012564,2021-07-19,2021-08-18,2021-10-02,2021-10-03,"32,432.72",45,خیر,ERP_COLLECTIONS
COL-00000200,C_897743,T_012660,2020-11-02,2020-11-02,2020-11-04,2020-11-06,"205,781.91",2,خیر,ERP_COLLECTIONS
COL-00000201,C_185126,T_012672,2021-11-08,2021-11-08,2021-12-01,2021-12-02,"1,023,041.77",23,خیر,ERP_COLLECTIONS
COL-00000202,C_113139,T_012688,2021-11-22,2021-12-22,2022-01-30,2022-02-01,"360,527.83",39,خیر,ERP_COLLECTIONS
COL-00000203,C_535756,T_012712,2020-09-28,2020-09-28,2020-10-02,2020-10-02,"404,697.08",4,خیر,ERP_COLLECTIONS
COL-00000204,C_862106,T_012798,2020-08-24,2020-08-24,2020-09-12,2020-09-14,"157,339.92",19,خیر,ERP_COLLECTIONS
COL-00000205,C_862106,T_012798,2020-08-24,2020-08-24,2020-10-04,2020-10-04,"157,339.92",41,خیر,ERP_COLLECTIONS
COL-00000206,C_633661,T_012824,2020-04-13,2020-04-13,2020-05-06,2020-05-08,"192,776.99",23,خیر,ERP_COLLECTIONS
COL-00000207,C_633661,T_012824,2020-04-13,2020-04-13,2020-04-29,2020-04-29,"192,776.98",16,خیر,ERP_COLLECTIONS
COL-00000208,C_117580,T_012832,2020-07-27,2020-07-27,2020-07-28,2020-07-30,"63,067.39",1,خیر,ERP_COLLECTIONS
COL-00000209,C_144468,T_012849,2020-12-07,2020-12-07,2020-12-09,2020-12-11,"306,742.72",2,خیر,ERP_COLLECTIONS
COL-00000210,C_144468,T_012849,2020-12-07,2020-12-07,2021-01-09,2021-01-09,"306,742.71",33,خیر,ERP_COLLECTIONS
COL-00000211,C_258325,T_012920,2021-10-04,2021-11-03,2021-11-28,2021-11-29,"398,495.26",25,خیر,ERP_COLLECTIONS
COL-00000212,C_937594,T_013165,2021-08-16,2021-11-14,2021-12-15,2021-12-15,"228,443.59",31,خیر,ERP_COLLECTIONS
COL-00000213,C_937594,T_013165,2021-08-16,2021-11-14,2021-12-04,2021-12-05,"228,443.58",20,خیر,ERP_COLLECTIONS
COL-00000214,C_245948,T_013215,2020-01-20,2020-04-19,2020-05-27,2020-05-28,"236,362.50",38,خیر,ERP_COLLECTIONS
COL-00000215,C_113139,T_013290,2021-10-11,2022-01-09,2022-01-26,2022-01-28,"595,897.71",17,خیر,ERP_COLLECTIONS
COL-00000216,C_244106,T_013291,2020-04-20,2020-04-20,2020-05-12,2020-05-12,"1,107.71",22,خیر,ERP_COLLECTIONS
COL-00000217,C_806376,T_013323,2021-03-15,2021-03-15,2021-03-15,2021-03-17,"116,254.12",0,بله,ERP_COLLECTIONS
COL-00000218,C_937594,T_013342,2021-02-22,2021-05-23,2021-07-01,2021-07-01,"376,101.38",39,خیر,ERP_COLLECTIONS
COL-00000219,C_249135,T_013350,2021-02-08,2021-02-08,2021-03-18,2021-03-18,798.84,38,خیر,ERP_COLLECTIONS
COL-00000220,C_980626,T_013401,2021-03-01,2021-05-30,2021-06-02,2021-06-02,"80,176.33",3,بله,ERP_COLLECTIONS
COL-00000221,C_980626,T_013401,2021-03-01,2021-05-30,2021-07-02,2021-07-03,"80,176.33",33,خیر,ERP_COLLECTIONS
COL-00000222,C_172705,T_013405,2021-06-28,2021-06-28,2021-07-22,2021-07-23,"2,274.00",24,خیر,ERP_COLLECTIONS
COL-00000223,C_172705,T_013405,2021-06-28,2021-06-28,2021-08-11,2021-08-13,"2,273.99",44,خیر,ERP_COLLECTIONS
COL-00000224,C_980626,T_013433,2020-06-01,2020-08-30,2020-09-12,2020-09-14,"104,705.95",13,خیر,ERP_COLLECTIONS
COL-00000225,C_683666,T_013440,2020-10-26,2020-10-26,2020-11-03,2020-11-03,"411,859.16",8,خیر,ERP_COLLECTIONS
COL-00000226,C_937594,T_013468,2021-11-15,2021-12-15,2021-12-15,2021-12-16,"924,555.66",0,خیر,ERP_COLLECTIONS
COL-00000227,C_633661,T_013622,2020-06-08,2020-06-08,2020-06-08,2020-06-10,"290,094.62",0,خیر,ERP_COLLECTIONS
COL-00000228,C_603968,T_013713,2020-09-14,2020-12-13,2020-12-27,2020-12-27,"36,249.43",14,خیر,ERP_COLLECTIONS
COL-00000229,C_603968,T_013713,2020-09-14,2020-12-13,2021-01-21,2021-01-22,"36,249.43",39,خیر,ERP_COLLECTIONS
COL-00000230,C_058218,T_013815,2021-09-06,2021-10-06,2021-10-26,2021-10-28,"370,253.72",20,خیر,ERP_COLLECTIONS
COL-00000231,C_915518,T_013959,2020-09-21,2020-09-21,2020-11-06,2020-11-07,"2,597.88",46,خیر,ERP_COLLECTIONS
COL-00000232,C_633661,T_014014,2021-01-04,2021-01-04,2021-02-06,2021-02-06,"187,912.63",33,خیر,ERP_COLLECTIONS
COL-00000233,C_888956,T_014032,2022-04-04,2022-04-04,2022-04-18,2022-04-19,"66,864.20",14,خیر,ERP_COLLECTIONS
COL-00000234,C_888956,T_014032,2022-04-04,2022-04-04,2022-04-15,2022-04-17,"66,864.19",11,خیر,ERP_COLLECTIONS
COL-00000235,C_806376,T_014039,2021-08-23,2021-09-22,2021-11-01,2021-11-01,"123,114.28",40,خیر,ERP_COLLECTIONS
COL-00000236,C_117580,T_014073,2020-08-10,2020-08-10,2020-08-27,2020-08-29,"63,687.13",17,خیر,ERP_COLLECTIONS
COL-00000237,C_051706,T_014142,2021-03-22,2021-06-20,2021-07-04,2021-07-06,"31,253.77",14,خیر,ERP_COLLECTIONS
COL-00000238,C_746892,T_014194,2021-08-16,2021-11-14,2021-11-12,2021-11-12,"111,759.48",0,خیر,ERP_COLLECTIONS
COL-00000239,C_806376,T_014231,2021-07-12,2021-08-11,2021-08-13,2021-08-13,"102,178.68",2,خیر,ERP_COLLECTIONS
COL-00000240,C_800815,T_014415,2021-04-26,2021-04-26,2021-06-13,2021-06-14,"25,598.44",48,خیر,ERP_COLLECTIONS
COL-00000241,C_185126,T_014489,2020-04-27,2020-04-27,2020-05-25,2020-05-27,"468,814.95",28,خیر,ERP_COLLECTIONS
COL-00000242,C_258325,T_014513,2020-01-27,2020-04-26,2020-05-23,2020-05-23,"15,719.21",27,خیر,ERP_COLLECTIONS
COL-00000243,C_249788,T_014538,2020-01-20,2020-01-20,2020-03-01,2020-03-02,"21,700.30",41,خیر,ERP_COLLECTIONS
COL-00000244,C_196572,T_014544,2021-03-08,2021-03-08,2021-03-17,2021-03-17,"3,290.40",9,خیر,ERP_COLLECTIONS
COL-00000245,C_196572,T_014544,2021-03-08,2021-03-08,2021-03-17,2021-03-18,"3,290.40",9,خیر,ERP_COLLECTIONS
COL-00000246,C_117580,T_014652,2020-07-13,2020-07-13,2020-08-31,2020-08-31,"64,835.35",49,خیر,ERP_COLLECTIONS
COL-00000247,C_310107,T_014702,2020-07-20,2020-07-20,2020-07-20,2020-07-21,"83,246.97",0,خیر,ERP_COLLECTIONS
COL-00000248,C_593639,T_014753,2021-07-12,2021-08-11,2021-09-07,2021-09-07,"421,494.95",27,خیر,ERP_COLLECTIONS
COL-00000249,C_113139,T_014895,2020-10-26,2021-01-24,2021-02-26,2021-02-26,"211,579.69",33,خیر,ERP_COLLECTIONS
COL-00000250,C_465481,T_015004,2021-08-23,2021-09-22,2021-11-04,2021-11-06,"157,587.22",43,خیر,ERP_COLLECTIONS
COL-00000251,C_739947,T_015029,2021-06-28,2021-07-28,2021-08-18,2021-08-19,"229,656.44",21,خیر,ERP_COLLECTIONS
COL-00000252,C_739947,T_015029,2021-06-28,2021-07-28,2021-09-08,2021-09-10,"229,656.44",42,خیر,ERP_COLLECTIONS
COL-00000253,C_746892,T_015112,2020-07-13,2020-10-11,2020-11-14,2020-11-14,"20,030.74",34,خیر,ERP_COLLECTIONS
COL-00000254,C_746892,T_015112,2020-07-13,2020-10-11,2020-11-01,2020-11-02,"20,030.74",21,خیر,ERP_COLLECTIONS
COL-00000255,C_698497,T_015264,2021-07-12,2021-08-11,2021-09-15,2021-09-15,"24,445.24",35,خیر,ERP_COLLECTIONS
COL-00000256,C_705572,T_015331,2020-03-16,2020-04-15,2020-05-28,2020-05-29,"8,977.94",43,خیر,ERP_COLLECTIONS
COL-00000257,C_705572,T_015331,2020-03-16,2020-04-15,2020-06-07,2020-06-09,"8,977.94",53,خیر,ERP_COLLECTIONS
COL-00000258,C_172705,T_015451,2020-05-04,2020-05-04,2020-06-06,2020-06-08,849.65,33,خیر,ERP_COLLECTIONS
COL-00000259,C_172705,T_015451,2020-05-04,2020-05-04,2020-06-21,2020-06-21,849.65,48,خیر,ERP_COLLECTIONS
COL-00000260,C_594561,T_015522,2021-02-22,2021-03-24,2021-03-26,2021-03-28,"131,170.59",2,خیر,ERP_COLLECTIONS
COL-00000261,C_420849,T_015524,2021-12-13,2021-12-13,2021-12-26,2021-12-27,"429,995.92",13,خیر,ERP_COLLECTIONS
COL-00000262,C_023073,T_015758,2021-07-26,2021-07-26,2021-08-06,2021-08-06,"1,101.80",11,خیر,ERP_COLLECTIONS
COL-00000263,C_600979,T_015839,2020-08-17,2020-08-17,2020-09-28,2020-09-30,"3,949.01",42,خیر,ERP_COLLECTIONS
COL-00000264,C_322315,T_015841,2020-03-30,2020-03-30,2020-04-19,2020-04-20,"58,634.25",20,خیر,ERP_COLLECTIONS
COL-00000265,C_352205,T_016289,2021-12-20,2021-12-20,2022-01-30,2022-01-30,"1,071,867.73",41,خیر,ERP_COLLECTIONS
COL-00000266,C_939370,T_016349,2020-11-30,2020-12-30,2021-02-12,2021-02-12,"18,249.02",44,خیر,ERP_COLLECTIONS
COL-00000267,C_155990,T_016412,2020-04-27,2020-04-27,2020-06-11,2020-06-11,"46,322.68",45,خیر,ERP_COLLECTIONS
COL-00000268,C_731802,T_016559,2020-11-02,2020-12-02,2020-12-06,2020-12-07,"37,289.46",4,خیر,ERP_COLLECTIONS
COL-00000269,C_051706,T_016590,2020-04-27,2020-07-26,2020-08-08,2020-08-10,"31,441.00",13,خیر,ERP_COLLECTIONS
COL-00000270,C_051706,T_016590,2020-04-27,2020-07-26,2020-09-02,2020-09-02,"31,441.00",38,خیر,ERP_COLLECTIONS
COL-00000271,C_074947,T_016640,2020-03-02,2020-03-02,2020-04-19,2020-04-20,590.00,48,خیر,ERP_COLLECTIONS
COL-00000272,C_691869,T_016659,2021-08-23,2021-09-22,2021-10-19,2021-10-19,"600,856.77",27,خیر,ERP_COLLECTIONS
COL-00000273,C_519849,T_016825,2020-08-24,2020-08-24,2020-09-29,2020-10-01,"22,333.92",36,خیر,ERP_COLLECTIONS
COL-00000274,C_862106,T_016855,2020-04-20,2020-04-20,2020-06-08,2020-06-08,"156,584.92",49,خیر,ERP_COLLECTIONS
COL-00000275,C_862106,T_016855,2020-04-20,2020-04-20,2020-06-15,2020-06-16,"156,584.93",56,خیر,ERP_COLLECTIONS
COL-00000276,C_806376,T_016893,2020-12-07,2020-12-07,2020-12-29,2020-12-29,"53,090.25",22,خیر,ERP_COLLECTIONS
COL-00000277,C_806376,T_016893,2020-12-07,2020-12-07,2020-12-22,2020-12-23,"53,090.25",15,خیر,ERP_COLLECTIONS
COL-00000278,C_858384,T_016905,2021-10-11,2021-10-11,2021-10-11,2021-10-13,871.27,0,خیر,ERP_COLLECTIONS
COL-00000279,C_858384,T_016905,2021-10-11,2021-10-11,2021-10-14,2021-10-14,871.27,3,خیر,ERP_COLLECTIONS
COL-00000280,C_465481,T_016916,2021-08-16,2021-09-15,2021-09-19,2021-09-21,"45,221.19",4,خیر,ERP_COLLECTIONS
COL-00000281,C_797326,T_017059,2020-03-23,2020-03-23,2020-03-24,2020-03-24,"1,864.93",1,خیر,ERP_COLLECTIONS
COL-00000282,C_746892,T_017130,2020-10-26,2021-01-24,2021-02-10,2021-02-10,"158,426.29",17,خیر,ERP_COLLECTIONS
COL-00000283,C_603968,T_017256,2021-04-19,2021-07-18,2021-08-19,2021-08-19,"345,670.13",32,خیر,ERP_COLLECTIONS
COL-00000284,C_633661,T_017401,2021-03-22,2021-03-22,2021-05-03,2021-05-05,"244,404.27",42,خیر,ERP_COLLECTIONS
COL-00000285,C_421536,T_017439,2020-06-08,2020-06-08,2020-07-12,2020-07-14,"40,587.77",34,خیر,ERP_COLLECTIONS
COL-00000286,C_421536,T_017439,2020-06-08,2020-06-08,2020-07-27,2020-07-27,"40,587.77",49,خیر,ERP_COLLECTIONS
COL-00000287,C_352205,T_017589,2021-03-15,2021-03-15,2021-03-15,2021-03-17,"446,477.29",0,خیر,ERP_COLLECTIONS
COL-00000288,C_535756,T_017676,2021-11-22,2021-12-22,2022-02-01,2022-02-03,"556,749.37",41,خیر,ERP_COLLECTIONS
COL-00000289,C_535756,T_017769,2021-03-01,2021-03-01,2021-03-01,2021-03-02,"617,508.79",0,خیر,ERP_COLLECTIONS
COL-00000290,C_683666,T_017817,2020-11-09,2020-11-09,2020-12-16,2020-12-17,"179,433.25",37,خیر,ERP_COLLECTIONS
COL-00000291,C_683666,T_017817,2020-11-09,2020-11-09,2020-12-02,2020-12-04,"179,433.24",23,خیر,ERP_COLLECTIONS
COL-00000292,C_245948,T_017857,2021-03-22,2021-06-20,2021-08-01,2021-08-03,"300,296.62",42,خیر,ERP_COLLECTIONS
COL-00000293,C_245948,T_017857,2021-03-22,2021-06-20,2021-07-15,2021-07-15,"300,296.61",25,خیر,ERP_COLLECTIONS
COL-00000294,C_051706,T_017962,2021-11-15,2021-12-15,2022-01-28,2022-01-30,"61,577.32",44,خیر,ERP_COLLECTIONS
COL-00000295,C_051706,T_018029,2020-03-09,2020-06-07,2020-06-16,2020-06-17,"6,145.22",9,خیر,ERP_COLLECTIONS
COL-00000296,C_909326,T_018264,2021-06-28,2021-06-28,2021-07-28,2021-07-30,"29,748.82",30,خیر,ERP_COLLECTIONS
COL-00000297,C_909326,T_018264,2021-06-28,2021-06-28,2021-07-17,2021-07-17,"29,748.82",19,خیر,ERP_COLLECTIONS
COL-00000298,C_101842,T_018277,2020-08-10,2020-09-09,2020-09-21,2020-09-21,"128,743.20",12,خیر,ERP_COLLECTIONS
COL-00000299,C_937594,T_018413,2021-04-12,2021-05-27,2021-06-22,2021-06-23,"29,508.27",26,خیر,ERP_COLLECTIONS
COL-00000300,C_951507,T_018585,2020-11-16,2020-11-16,2021-01-02,2021-01-03,"50,341.85",47,خیر,ERP_COLLECTIONS
COL-00000301,C_314119,T_018589,2020-09-07,2020-09-07,2020-09-07,2020-09-08,"528,452.86",0,خیر,ERP_COLLECTIONS
COL-00000302,C_357434,T_018606,2020-01-13,2020-01-13,2020-01-20,2020-01-22,"237,643.80",7,خیر,ERP_COLLECTIONS
COL-00000303,C_951507,T_018675,2021-12-06,2021-12-06,2022-01-19,2022-01-21,"97,770.15",44,خیر,ERP_COLLECTIONS
COL-00000304,C_633661,T_018763,2020-09-28,2020-09-28,2020-10-02,2020-10-04,"437,802.84",4,خیر,ERP_COLLECTIONS
COL-00000305,C_440132,T_018768,2022-02-28,2022-02-28,2022-03-12,2022-03-14,"185,853.15",12,خیر,ERP_COLLECTIONS
COL-00000306,C_806376,T_018782,2021-06-21,2021-07-21,2021-07-23,2021-07-23,"94,332.91",2,خیر,ERP_COLLECTIONS
COL-00000307,C_800815,T_018793,2021-03-15,2021-03-15,2021-04-15,2021-04-16,"4,256.48",31,خیر,ERP_COLLECTIONS
COL-00000308,C_113139,T_018795,2021-02-15,2021-05-16,2021-05-15,2021-05-16,"96,417.16",0,خیر,ERP_COLLECTIONS
COL-00000309,C_412635,T_018824,2020-09-14,2020-09-14,2020-09-23,2020-09-24,"27,604.70",9,خیر,ERP_COLLECTIONS
COL-00000310,C_398853,T_018989,2021-05-10,2021-06-09,2021-07-19,2021-07-19,"108,701.46",40,خیر,ERP_COLLECTIONS
COL-00000311,C_051706,T_019109,2020-05-04,2020-08-02,2020-09-18,2020-09-18,"82,138.86",47,خیر,ERP_COLLECTIONS
COL-00000312,C_891574,T_019300,2020-11-16,2020-11-16,2020-12-26,2020-12-27,"2,664.52",40,خیر,ERP_COLLECTIONS
COL-00000313,C_593639,T_019304,2020-08-10,2020-09-09,2020-09-15,2020-09-17,"142,632.07",6,خیر,ERP_COLLECTIONS
COL-00000314,C_740649,T_019509,2021-11-01,2021-11-01,2021-11-22,2021-11-24,"7,853.40",21,خیر,ERP_COLLECTIONS
COL-00000315,C_282979,T_019591,2020-12-07,2021-01-06,2021-02-14,2021-02-14,"159,199.90",39,خیر,ERP_COLLECTIONS
COL-00000316,C_937594,T_019610,2021-03-22,2021-06-20,2021-07-09,2021-07-11,"187,749.99",19,خیر,ERP_COLLECTIONS
COL-00000317,C_937594,T_019610,2021-03-22,2021-06-20,2021-07-31,2021-07-31,"187,749.99",41,خیر,ERP_COLLECTIONS
COL-00000318,C_683666,T_019630,2021-05-10,2021-05-10,2021-05-13,2021-05-15,"236,239.67",3,خیر,ERP_COLLECTIONS
COL-00000319,C_806376,T_019733,2021-06-21,2021-07-21,2021-08-19,2021-08-20,"99,124.88",29,خیر,ERP_COLLECTIONS
COL-00000320,C_746892,T_019759,2021-11-08,2022-02-06,2022-03-17,2022-03-17,"174,532.15",39,خیر,ERP_COLLECTIONS
COL-00000321,C_746892,T_019759,2021-11-08,2022-02-06,2022-03-29,2022-03-30,"174,532.15",51,خیر,ERP_COLLECTIONS
COL-00000322,C_768792,T_019822,2020-08-24,2020-08-24,2020-08-24,2020-08-26,"349,726.91",0,خیر,ERP_COLLECTIONS
COL-00000323,C_705572,T_019901,2021-04-19,2021-04-19,2021-05-03,2021-05-03,"161,380.16",14,خیر,ERP_COLLECTIONS
COL-00000324,C_622797,T_019961,2020-08-31,2020-08-31,2020-08-31,2020-08-31,"118,879.95",0,خیر,ERP_COLLECTIONS
COL-00000325,C_622797,T_019961,2020-08-31,2020-08-31,2020-09-04,2020-09-05,"118,879.95",4,خیر,ERP_COLLECTIONS
COL-00000326,C_603968,T_019990,2021-10-11,2022-01-09,2022-02-02,2022-02-03,"93,608.95",24,خیر,ERP_COLLECTIONS
COL-00000327,C_664019,T_020016,2021-11-29,2021-11-29,2021-11-29,2021-11-29,"792,118.96",0,خیر,ERP_COLLECTIONS
COL-00000328,C_479796,T_020031,2021-09-27,2021-09-27,2021-10-26,2021-10-28,"8,762.07",29,خیر,ERP_COLLECTIONS
COL-00000329,C_479796,T_020031,2021-09-27,2021-09-27,2021-11-12,2021-11-12,"8,762.07",46,خیر,ERP_COLLECTIONS
COL-00000330,C_939370,T_020038,2020-08-31,2020-09-30,2020-10-10,2020-10-10,"29,904.78",10,خیر,ERP_COLLECTIONS
COL-00000331,C_172705,T_020043,2020-02-17,2020-02-17,2020-04-04,2020-04-06,"4,273.00",47,خیر,ERP_COLLECTIONS
COL-00000332,C_086403,T_020164,2020-08-10,2020-08-10,2020-08-24,2020-08-26,"55,569.62",14,خیر,ERP_COLLECTIONS
COL-00000333,C_357434,T_020292,2020-05-18,2020-05-18,2020-05-21,2020-05-21,"15,768.42",3,خیر,ERP_COLLECTIONS
COL-00000334,C_126481,T_020322,2020-03-09,2020-03-09,2020-03-28,2020-03-28,"18,672.44",19,خیر,ERP_COLLECTIONS
COL-00000335,C_126481,T_020322,2020-03-09,2020-03-09,2020-04-19,2020-04-20,"18,672.44",41,خیر,ERP_COLLECTIONS
COL-00000336,C_590257,T_020401,2020-11-23,2020-11-23,2020-12-12,2020-12-12,"5,566.68",19,خیر,ERP_COLLECTIONS
COL-00000337,C_590257,T_020401,2020-11-23,2020-11-23,2020-12-07,2020-12-08,"5,566.67",14,خیر,ERP_COLLECTIONS
COL-00000338,C_705680,T_020547,2021-03-22,2021-04-21,2021-05-29,2021-05-30,"159,372.29",38,خیر,ERP_COLLECTIONS
COL-00000339,C_703200,T_020635,2022-04-18,2022-04-18,2022-05-11,2022-05-12,"1,033,533.52",23,خیر,ERP_COLLECTIONS
COL-00000340,C_282979,T_020637,2020-03-16,2020-04-15,2020-05-19,2020-05-19,"156,981.79",34,خیر,ERP_COLLECTIONS
COL-00000341,C_113139,T_020664,2020-08-03,2020-08-03,2020-09-04,2020-09-06,"33,950.97",32,خیر,ERP_COLLECTIONS
COL-00000342,C_382534,T_020712,2021-03-22,2021-03-22,2021-04-06,2021-04-08,"331,337.16",15,خیر,ERP_COLLECTIONS
COL-00000343,C_473035,T_020784,2022-04-04,2022-04-04,2022-05-18,2022-05-19,"1,600,584.18",44,خیر,ERP_COLLECTIONS
COL-00000344,C_472366,T_020819,2021-11-08,2021-11-08,2021-12-01,2021-12-03,"215,003.49",23,خیر,ERP_COLLECTIONS
COL-00000345,C_746892,T_020920,2021-05-03,2021-08-01,2021-09-11,2021-09-13,"270,894.30",41,خیر,ERP_COLLECTIONS
COL-00000346,C_126481,T_021141,2020-02-17,2020-02-17,2020-02-17,2020-02-18,"11,030.62",0,خیر,ERP_COLLECTIONS
COL-00000347,C_126481,T_021141,2020-02-17,2020-02-17,2020-02-19,2020-02-21,"11,030.61",2,خیر,ERP_COLLECTIONS
COL-00000348,C_233724,T_021154,2020-01-06,2020-01-06,2020-01-29,2020-01-31,"270,623.05",23,خیر,ERP_COLLECTIONS
COL-00000349,C_806376,T_021204,2021-10-25,2021-10-25,2021-11-18,2021-11-19,"117,456.81",24,خیر,ERP_COLLECTIONS
COL-00000350,C_937594,T_021290,2022-05-30,2022-07-14,2022-08-12,2022-08-12,"2,309,674.86",29,خیر,ERP_COLLECTIONS
COL-00000351,C_677190,T_021561,2021-11-01,2021-11-01,2021-12-01,2021-12-02,"571,825.15",30,خیر,ERP_COLLECTIONS
COL-00000352,C_336021,T_021601,2022-02-14,2022-02-14,2022-03-24,2022-03-24,"24,354.43",38,خیر,ERP_COLLECTIONS
COL-00000353,C_705572,T_021710,2021-06-14,2021-06-14,2021-07-30,2021-07-30,"828,756.12",46,خیر,ERP_COLLECTIONS
COL-00000354,C_827200,T_021741,2022-04-25,2022-04-25,2022-06-11,2022-06-13,"14,334.46",47,خیر,ERP_COLLECTIONS
COL-00000355,C_633661,T_021797,2020-05-11,2020-05-11,2020-05-15,2020-05-15,"436,727.19",4,خیر,ERP_COLLECTIONS
COL-00000356,C_342564,T_021802,2020-02-17,2020-02-17,2020-03-22,2020-03-23,"174,473.73",34,خیر,ERP_COLLECTIONS
COL-00000357,C_342564,T_021802,2020-02-17,2020-02-17,2020-03-09,2020-03-11,"174,473.73",21,خیر,ERP_COLLECTIONS
COL-00000358,C_853926,T_021922,2021-04-05,2021-07-04,2021-08-02,2021-08-03,"65,136.17",29,خیر,ERP_COLLECTIONS
COL-00000359,C_672706,T_021963,2020-04-13,2020-04-13,2020-05-07,2020-05-09,"100,418.88",24,خیر,ERP_COLLECTIONS
COL-00000360,C_282979,T_022205,2021-04-12,2021-05-12,2021-06-25,2021-06-27,"15,397.58",44,خیر,ERP_COLLECTIONS
COL-00000361,C_180817,T_022306,2021-12-06,2021-12-06,2021-12-25,2021-12-27,"1,028,236.29",19,خیر,ERP_COLLECTIONS
COL-00000362,C_180817,T_022306,2021-12-06,2021-12-06,2022-01-16,2022-01-16,"1,028,236.28",41,خیر,ERP_COLLECTIONS
COL-00000363,C_376594,T_022335,2021-02-15,2021-03-17,2021-04-12,2021-04-12,"186,811.65",26,خیر,ERP_COLLECTIONS
COL-00000364,C_914687,T_022346,2021-02-01,2021-02-01,2021-02-25,2021-02-25,"13,315.65",24,خیر,ERP_COLLECTIONS
COL-00000365,C_914687,T_022346,2021-02-01,2021-02-01,2021-03-17,2021-03-18,"13,315.64",44,خیر,ERP_COLLECTIONS
COL-00000366,C_119382,T_022460,2021-07-05,2021-07-05,2021-07-05,2021-07-07,"1,225.83",0,خیر,ERP_COLLECTIONS
COL-00000367,C_042732,T_022497,2021-09-20,2021-09-20,2021-10-02,2021-10-02,"419,524.74",12,خیر,ERP_COLLECTIONS
COL-00000368,C_632933,T_022708,2021-06-28,2021-06-28,2021-07-12,2021-07-13,"31,917.46",14,خیر,ERP_COLLECTIONS
COL-00000369,C_730174,T_022722,2021-04-05,2021-04-05,2021-04-09,2021-04-11,"32,400.30",4,خیر,ERP_COLLECTIONS
COL-00000370,C_698497,T_022908,2020-08-31,2020-11-29,2020-12-22,2020-12-22,"27,019.24",23,خیر,ERP_COLLECTIONS
COL-00000371,C_698497,T_022908,2020-08-31,2020-11-29,2020-12-15,2020-12-16,"27,019.24",16,خیر,ERP_COLLECTIONS
COL-00000372,C_776671,T_022976,2020-02-24,2020-02-24,2020-03-23,2020-03-23,"8,031.83",28,خیر,ERP_COLLECTIONS
COL-00000373,C_829082,T_023020,2021-10-11,2021-11-10,2021-11-14,2021-11-14,"338,234.53",4,خیر,ERP_COLLECTIONS
COL-00000374,C_465481,T_023041,2021-03-01,2021-03-31,2021-04-17,2021-04-19,"26,296.65",17,خیر,ERP_COLLECTIONS
COL-00000375,C_465481,T_023041,2021-03-01,2021-03-31,2021-04-13,2021-04-13,"26,296.64",13,خیر,ERP_COLLECTIONS
COL-00000376,C_016617,T_023064,2022-05-09,2022-05-09,2022-06-19,2022-06-21,"2,952,561.15",41,خیر,ERP_COLLECTIONS
COL-00000377,C_101842,T_023157,2022-02-21,2022-03-23,2022-04-12,2022-04-13,"1,115,176.55",20,خیر,ERP_COLLECTIONS
COL-00000378,C_101842,T_023157,2022-02-21,2022-03-23,2022-04-06,2022-04-08,"1,115,176.54",14,خیر,ERP_COLLECTIONS
COL-00000379,C_258325,T_023190,2020-08-31,2020-11-29,2021-01-11,2021-01-13,"27,084.43",43,خیر,ERP_COLLECTIONS
COL-00000380,C_705572,T_023254,2020-01-27,2020-01-27,2020-02-24,2020-02-24,873.22,28,خیر,ERP_COLLECTIONS
COL-00000381,C_502843,T_023335,2020-06-22,2020-06-22,2020-07-11,2020-07-12,"22,446.32",19,خیر,ERP_COLLECTIONS
COL-00000382,C_482570,T_023374,2020-02-17,2020-02-17,2020-04-01,2020-04-03,"3,263.37",44,خیر,ERP_COLLECTIONS
COL-00000383,C_050237,T_023398,2022-02-28,2022-02-28,2022-02-28,2022-03-01,"4,064,028.43",0,خیر,ERP_COLLECTIONS
COL-00000384,C_806376,T_023408,2020-11-16,2020-11-16,2020-11-22,2020-11-23,"77,560.46",6,خیر,ERP_COLLECTIONS
COL-00000385,C_633661,T_023645,2021-03-01,2021-03-01,2021-03-24,2021-03-26,"170,040.99",23,خیر,ERP_COLLECTIONS
COL-00000386,C_812674,T_023682,2021-09-27,2021-09-27,2021-10-13,2021-10-14,"513,434.60",16,خیر,ERP_COLLECTIONS
COL-00000387,C_706708,T_024012,2021-05-24,2021-05-24,2021-06-21,2021-06-22,"726,838.65",28,خیر,ERP_COLLECTIONS
COL-00000388,C_420287,T_024018,2020-03-30,2020-04-29,2020-05-04,2020-05-05,"45,446.08",5,خیر,ERP_COLLECTIONS
COL-00000389,C_352205,T_024177,2021-09-13,2021-09-13,2021-09-16,2021-09-17,"116,156.23",3,خیر,ERP_COLLECTIONS
