Cost_Record_ID,Sales_Line_ID,شماره فاکتور,Product_ID,هزینه کل به ازای واحد,مقدار برگشتی,مبلغ برگشتی,Cost_Close_Date,Available_At,Source_System
COST-SL-00000642,SL-00000642,T_846112,P_376561,86.46,0.00,0.00,2021-02-12,2021-02-14,ERP_COSTING
COST-SL-00000644,SL-00000644,T_503448,P_RARE_Product_Family_03,776.31,0.00,0.00,2022-04-20,2022-04-22,ERP_COSTING
COST-SL-00000645,SL-00000645,T_539017,P_RARE_Product_Family_04,463.44,0.00,0.00,2022-06-13,2022-06-14,ERP_COSTING
COST-SL-00000654,SL-00000654,T_600728,P_RARE_Product_Family_02,212.57,0.00,0.00,2021-11-02,2021-11-03,ERP_COSTING
COST-SL-00000655,SL-00000655,T_694098,P_RARE_Product_Family_02,112.21,0.00,0.00,2020-05-07,2020-05-09,ERP_COSTING
COST-SL-00000659,SL-00000659,T_751541,P_RARE_Product_Family_03,226.69,0.00,0.00,2021-10-18,2021-10-20,ERP_COSTING
COST-SL-00000660,SL-00000660,T_514482,P_RARE_Product_Family_03,48.13,0.00,0.00,2020-10-25,2020-10-27,ERP_COSTING
COST-SL-00000661,SL-00000661,T_879279,P_RARE_Product_Family_02,313.91,0.00,0.00,2021-11-12,2021-11-13,ERP_COSTING
COST-SL-00000665,SL-00000665,T_988108,P_275491,892.23,0.00,0.00,2022-03-31,2022-03-31,ERP_COSTING
COST-SL-00000670,SL-00000670,T_764799,P_RARE_Product_Family_02,206.85,0.00,0.00,2021-08-07,2021-08-08,ERP_COSTING
COST-SL-00000675,SL-00000675,T_036265,P_945371,216.53,0.00,0.00,2021-08-10,2021-08-10,ERP_COSTING
COST-SL-00000683,SL-00000683,T_896316,P_RARE_Product_Family_03,137.86,0.00,0.00,2021-05-18,2021-05-19,ERP_COSTING
COST-SL-00000688,SL-00000688,T_304405,P_RARE_Product_Family_03,533.25,0.00,0.00,2022-03-05,2022-03-07,ERP_COSTING
COST-SL-00000689,SL-00000689,T_128751,P_655124,116.04,0.00,0.00,2021-04-29,2021-04-30,ERP_COSTING
COST-SL-00000692,SL-00000692,T_883262,P_RARE_Product_Family_02,99.24,0.00,0.00,2020-02-06,2020-02-08,ERP_COSTING
COST-SL-00000693,SL-00000693,T_717085,P_964660,107.24,0.00,0.00,2020-09-26,2020-09-26,ERP_COSTING
COST-SL-00000695,SL-00000695,T_320114,P_760231,915.48,0.00,0.00,2022-03-14,2022-03-14,ERP_COSTING
COST-SL-00000696,SL-00000696,T_245718,P_RARE_Product_Family_03,50.46,0.00,0.00,2020-09-16,2020-09-17,ERP_COSTING
COST-SL-00000698,SL-00000698,T_988870,P_RARE_Product_Family_03,164.24,0.00,0.00,2020-12-11,2020-12-12,ERP_COSTING
COST-SL-00000699,SL-00000699,T_173690,P_652993,75.54,0.00,0.00,2020-08-02,2020-08-04,ERP_COSTING
COST-SL-00000700,SL-00000700,T_438021,P_RARE_Product_Family_01,459.21,0.00,0.00,2021-11-25,2021-11-26,ERP_COSTING
COST-SL-00000701,SL-00000701,T_886712,P_RARE_Product_Family_03,98.42,0.00,0.00,2020-07-18,2020-07-20,ERP_COSTING
COST-SL-00000707,SL-00000707,T_649415,P_821914,145.47,0.00,0.00,2020-12-14,2020-12-16,ERP_COSTING
COST-SL-00000711,SL-00000711,T_132301,P_666628,60.43,0.00,0.00,2020-07-04,2020-07-05,ERP_COSTING
COST-SL-00000714,SL-00000714,T_715497,P_490196,205.70,0.00,0.00,2021-09-28,2021-09-28,ERP_COSTING
COST-SL-00000723,SL-00000723,T_830825,P_499327,77.25,0.00,0.00,2020-05-25,2020-05-25,ERP_COSTING
COST-SL-00000726,SL-00000726,T_868237,P_RARE_Product_Family_03,264.93,0.00,0.00,2021-10-08,2021-10-09,ERP_COSTING
COST-SL-00000727,SL-00000727,T_450792,P_RARE_Product_Family_02,414.18,0.00,0.00,2021-11-14,2021-11-16,ERP_COSTING
COST-SL-00000728,SL-00000728,T_612672,P_RARE_Product_Family_03,736.41,0.00,0.00,2022-03-31,2022-04-02,ERP_COSTING
COST-SL-00000729,SL-00000729,T_450203,P_995645,51.53,0.00,0.00,2020-03-14,2020-03-14,ERP_COSTING
COST-SL-00000732,SL-00000732,T_703752,P_483111,72.63,0.00,0.00,2020-02-29,2020-03-02,ERP_COSTING
COST-SL-00000733,SL-00000733,T_882882,P_982549,156.15,0.00,0.00,2020-06-11,2020-06-12,ERP_COSTING
COST-SL-00000737,SL-00000737,T_507385,P_RARE_Product_Family_04,353.23,38.68,"13,245.97",2022-01-19,2022-01-19,ERP_COSTING
COST-SL-00000738,SL-00000738,T_592067,P_RARE_Product_Family_02,114.17,0.00,0.00,2020-08-21,2020-08-21,ERP_COSTING
COST-SL-00000743,SL-00000743,T_722494,P_RARE_Product_Family_03,81.43,0.00,0.00,2020-08-06,2020-08-08,ERP_COSTING
COST-SL-00000744,SL-00000744,T_568344,P_RARE_Product_Family_02,220.85,0.00,0.00,2021-09-26,2021-09-27,ERP_COSTING
COST-SL-00000745,SL-00000745,T_636880,P_RARE_Product_Family_01,233.08,0.00,0.00,2021-06-29,2021-07-01,ERP_COSTING
COST-SL-00000749,SL-00000749,T_394367,P_983543,163.38,0.00,0.00,2020-11-25,2020-11-25,ERP_COSTING
COST-SL-00000752,SL-00000752,T_693676,P_RARE_Product_Family_02,107.47,0.00,0.00,2020-08-31,2020-09-02,ERP_COSTING
COST-SL-00000754,SL-00000754,T_579832,P_RARE_Product_Family_04,77.28,0.00,0.00,2020-08-05,2020-08-07,ERP_COSTING
COST-SL-00000757,SL-00000757,T_261119,P_RARE_Product_Family_04,175.94,0.00,0.00,2021-08-27,2021-08-27,ERP_COSTING
COST-SL-00000759,SL-00000759,T_051356,P_RARE_Product_Family_02,111.91,0.00,0.00,2020-08-24,2020-08-26,ERP_COSTING
COST-SL-00000761,SL-00000761,T_061858,P_850562,88.19,0.00,0.00,2020-11-05,2020-11-05,ERP_COSTING
COST-SL-00000762,SL-00000762,T_326170,P_RARE_Product_Family_04,97.60,0.00,0.00,2021-10-09,2021-10-10,ERP_COSTING
COST-SL-00000766,SL-00000766,T_942915,P_RARE_Product_Family_03,266.28,0.00,0.00,2021-11-14,2021-11-16,ERP_COSTING
COST-SL-00000767,SL-00000767,T_808376,P_182630,250.12,0.00,0.00,2021-09-21,2021-09-21,ERP_COSTING
COST-SL-00000777,SL-00000777,T_889590,P_964660,378.61,0.00,0.00,2021-11-12,2021-11-13,ERP_COSTING
COST-SL-00000779,SL-00000779,T_885378,P_RARE_Product_Family_04,201.73,116.43,"26,112.92",2021-10-09,2021-10-09,ERP_COSTING
COST-SL-00000782,SL-00000782,T_252508,P_RARE_Product_Family_03,77.34,0.00,0.00,2020-07-13,2020-07-14,ERP_COSTING
COST-SL-00000785,SL-00000785,T_542579,P_159680,163.73,0.00,0.00,2021-10-02,2021-10-02,ERP_COSTING
COST-SL-00000788,SL-00000788,T_825606,P_693518,175.85,0.00,0.00,2021-07-25,2021-07-27,ERP_COSTING
COST-SL-00000792,SL-00000792,T_606422,P_RARE_Product_Family_02,155.14,0.00,0.00,2021-04-28,2021-04-28,ERP_COSTING
COST-SL-00000795,SL-00000795,T_436637,P_679203,69.57,0.00,0.00,2020-08-07,2020-08-08,ERP_COSTING
COST-SL-00000798,SL-00000798,T_296163,P_RARE_Product_Family_02,188.08,0.00,0.00,2021-07-08,2021-07-10,ERP_COSTING
COST-SL-00000799,SL-00000799,T_218246,P_459910,84.20,0.00,0.00,2020-07-07,2020-07-08,ERP_COSTING
COST-SL-00000800,SL-00000800,T_799096,P_408775,132.50,0.00,0.00,2020-08-24,2020-08-25,ERP_COSTING
COST-SL-00000803,SL-00000803,T_901891,P_RARE_Product_Family_05,154.79,0.00,0.00,2021-10-13,2021-10-15,ERP_COSTING
COST-SL-00000806,SL-00000806,T_502272,P_693439,81.62,0.00,0.00,2020-05-16,2020-05-17,ERP_COSTING
COST-SL-00000809,SL-00000809,T_800970,P_RARE_Product_Family_01,38.04,0.00,0.00,2020-04-30,2020-05-01,ERP_COSTING
COST-SL-00000811,SL-00000811,T_411911,P_352669,239.46,0.00,0.00,2021-09-21,2021-09-22,ERP_COSTING
COST-SL-00000814,SL-00000814,T_440902,P_RARE_Product_Family_04,247.24,0.00,0.00,2021-10-16,2021-10-18,ERP_COSTING
COST-SL-00000820,SL-00000820,T_093677,P_868198,120.34,0.00,0.00,2020-09-16,2020-09-16,ERP_COSTING
COST-SL-00000821,SL-00000821,T_681017,P_159680,59.05,0.00,0.00,2020-04-06,2020-04-08,ERP_COSTING
COST-SL-00000825,SL-00000825,T_005607,P_539367,92.79,0.00,0.00,2020-03-01,2020-03-02,ERP_COSTING
COST-SL-00000826,SL-00000826,T_546510,P_RARE_Product_Family_04,446.59,0.00,0.00,2022-05-06,2022-05-06,ERP_COSTING
COST-SL-00000830,SL-00000830,T_237920,P_874918,77.47,0.00,0.00,2020-08-25,2020-08-27,ERP_COSTING
COST-SL-00000831,SL-00000831,T_689700,P_970810,187.27,0.00,0.00,2021-06-10,2021-06-10,ERP_COSTING
COST-SL-00000841,SL-00000841,T_284796,P_264078,102.02,0.00,0.00,2020-04-25,2020-04-27,ERP_COSTING
COST-SL-00000846,SL-00000846,T_608967,P_RARE_Product_Family_04,276.54,0.00,0.00,2021-11-04,2021-11-05,ERP_COSTING
COST-SL-00000851,SL-00000851,T_252375,P_RARE_Product_Family_03,55.28,0.00,0.00,2020-04-27,2020-04-27,ERP_COSTING
COST-SL-00000862,SL-00000862,T_631366,P_769459,124.67,0.00,0.00,2020-08-21,2020-08-22,ERP_COSTING
COST-SL-00000864,SL-00000864,T_824009,P_RARE_Product_Family_03,214.53,0.00,0.00,2021-08-25,2021-08-26,ERP_COSTING
COST-SL-00000865,SL-00000865,T_380147,P_742720,108.56,0.00,0.00,2021-06-07,2021-06-07,ERP_COSTING
COST-SL-00000868,SL-00000868,T_819859,P_RARE_Product_Family_05,99.40,0.00,0.00,2020-07-09,2020-07-11,ERP_COSTING
COST-SL-00000874,SL-00000874,T_709047,P_140222,160.70,0.00,0.00,2021-06-22,2021-06-22,ERP_COSTING
COST-SL-00000879,SL-00000879,T_326259,P_445943,476.81,0.00,0.00,2021-11-26,2021-11-28,ERP_COSTING
COST-SL-00000882,SL-00000882,T_793151,P_RARE_Product_Family_05,206.95,0.00,0.00,2021-01-17,2021-01-18,ERP_COSTING
COST-SL-00000885,SL-00000885,T_564364,P_108489,53.92,0.00,0.00,2020-09-29,2020-10-01,ERP_COSTING
COST-SL-00000888,SL-00000888,T_811889,P_596778,46.48,0.00,0.00,2020-05-22,2020-05-23,ERP_COSTING
COST-SL-00000889,SL-00000889,T_502476,P_RARE_Product_Family_03,118.77,0.00,0.00,2020-04-15,2020-04-15,ERP_COSTING
COST-SL-00000893,SL-00000893,T_749567,P_688772,172.06,0.00,0.00,2021-04-15,2021-04-15,ERP_COSTING
COST-SL-00000896,SL-00000896,T_400661,P_RARE_Product_Family_04,30.24,0.00,0.00,2020-04-27,2020-04-28,ERP_COSTING
COST-SL-00000899,SL-00000899,T_231648,P_RARE_Product_Family_03,729.26,0.00,0.00,2022-03-19,2022-03-19,ERP_COSTING
COST-SL-00000904,SL-00000904,T_060295,P_RARE_Product_Family_03,57.62,0.00,0.00,2020-11-18,2020-11-18,ERP_COSTING
COST-SL-00000909,SL-00000909,T_689887,P_995713,268.12,0.00,0.00,2021-10-23,2021-10-25,ERP_COSTING
COST-SL-00000912,SL-00000912,T_664535,P_275491,296.01,0.00,0.00,2021-11-13,2021-11-14,ERP_COSTING
COST-SL-00000914,SL-00000914,T_750761,P_688772,212.84,0.00,0.00,2021-09-09,2021-09-10,ERP_COSTING
COST-SL-00000915,SL-00000915,T_041093,P_RARE_Product_Family_05,223.53,0.00,0.00,2021-01-19,2021-01-19,ERP_COSTING
COST-SL-00000918,SL-00000918,T_674034,P_RARE_Product_Family_03,140.04,0.00,0.00,2021-04-02,2021-04-04,ERP_COSTING
COST-SL-00000921,SL-00000921,T_319055,P_RARE_Product_Family_03,162.15,0.00,0.00,2020-11-03,2020-11-03,ERP_COSTING
COST-SL-00000930,SL-00000930,T_698556,P_970810,594.13,0.00,0.00,2022-05-16,2022-05-16,ERP_COSTING
COST-SL-00000933,SL-00000933,T_581786,P_RARE_Product_Family_03,101.88,0.00,0.00,2020-02-19,2020-02-20,ERP_COSTING
COST-SL-00000934,SL-00000934,T_593899,P_043983,237.53,0.00,0.00,2021-09-19,2021-09-21,ERP_COSTING
COST-SL-00000935,SL-00000935,T_684229,P_353833,79.34,0.00,0.00,2021-01-15,2021-01-16,ERP_COSTING
COST-SL-00000940,SL-00000940,T_380123,P_655926,227.49,0.00,0.00,2021-10-06,2021-10-08,ERP_COSTING
COST-SL-00000941,SL-00000941,T_240587,P_484354,112.14,0.00,0.00,2020-10-16,2020-10-16,ERP_COSTING
COST-SL-00000950,SL-00000950,T_809529,P_230552,601.17,0.00,0.00,2022-05-12,2022-05-12,ERP_COSTING
COST-SL-00000951,SL-00000951,T_153891,P_RARE_Product_Family_02,101.94,0.00,0.00,2020-09-22,2020-09-24,ERP_COSTING
COST-SL-00000955,SL-00000955,T_689206,P_726474,148.60,0.00,0.00,2021-01-11,2021-01-12,ERP_COSTING
COST-SL-00000956,SL-00000956,T_792781,P_RARE_Product_Family_01,801.16,0.00,0.00,2022-05-14,2022-05-14,ERP_COSTING
COST-SL-00000962,SL-00000962,T_531950,P_593409,165.69,0.00,0.00,2021-08-15,2021-08-17,ERP_COSTING
COST-SL-00000965,SL-00000965,T_459986,P_RARE_Product_Family_02,232.16,0.00,0.00,2021-09-10,2021-09-11,ERP_COSTING
COST-SL-00000968,SL-00000968,T_558147,P_RARE_Product_Family_03,142.10,35.52,"5,503.11",2020-11-07,2020-11-07,ERP_COSTING
COST-SL-00000969,SL-00000969,T_330449,P_499327,159.67,0.00,0.00,2021-05-03,2021-05-04,ERP_COSTING
COST-SL-00000970,SL-00000970,T_608097,P_769459,274.08,0.00,0.00,2021-10-12,2021-10-13,ERP_COSTING
COST-SL-00000973,SL-00000973,T_552986,P_817472,121.25,0.00,0.00,2020-08-06,2020-08-08,ERP_COSTING
COST-SL-00000976,SL-00000976,T_474515,P_257054,92.79,0.00,0.00,2020-05-17,2020-05-18,ERP_COSTING
COST-SL-00000979,SL-00000979,T_832768,P_061764,859.58,0.00,0.00,2022-03-25,2022-03-26,ERP_COSTING
COST-SL-00000981,SL-00000981,T_574802,P_RARE_Product_Family_02,244.15,0.00,0.00,2021-11-13,2021-11-13,ERP_COSTING
COST-SL-00000982,SL-00000982,T_121090,P_499327,142.43,0.00,0.00,2021-05-03,2021-05-04,ERP_COSTING
COST-SL-00000987,SL-00000987,T_055470,P_070046,142.66,0.00,0.00,2020-04-16,2020-04-16,ERP_COSTING
COST-SL-00000988,SL-00000988,T_423529,P_RARE_Product_Family_04,663.24,0.00,0.00,2022-03-15,2022-03-15,ERP_COSTING
COST-SL-00000990,SL-00000990,T_437630,P_820821,362.93,0.00,0.00,2022-01-29,2022-01-29,ERP_COSTING
COST-SL-00000991,SL-00000991,T_227207,P_RARE_Product_Family_04,41.86,0.00,0.00,2020-07-02,2020-07-04,ERP_COSTING
COST-SL-00000994,SL-00000994,T_209617,P_RARE_Product_Family_02,182.29,0.00,0.00,2021-08-29,2021-08-30,ERP_COSTING
COST-SL-00001000,SL-00001000,T_242370,P_343377,88.58,0.00,0.00,2020-07-16,2020-07-16,ERP_COSTING
COST-SL-00001006,SL-00001006,T_737193,P_275491,204.26,0.00,0.00,2021-08-14,2021-08-14,ERP_COSTING
COST-SL-00001007,SL-00001007,T_556926,P_343377,146.73,0.00,0.00,2021-03-22,2021-03-23,ERP_COSTING
COST-SL-00001010,SL-00001010,T_152974,P_310017,239.47,0.00,0.00,2021-07-16,2021-07-17,ERP_COSTING
COST-SL-00001011,SL-00001011,T_592040,P_RARE_Product_Family_04,110.37,0.00,0.00,2021-08-25,2021-08-25,ERP_COSTING
COST-SL-00001014,SL-00001014,T_795821,P_RARE_Product_Family_05,81.39,0.00,0.00,2020-12-19,2020-12-21,ERP_COSTING
COST-SL-00001017,SL-00001017,T_824561,P_225225,119.03,0.00,0.00,2020-12-28,2020-12-28,ERP_COSTING
COST-SL-00001027,SL-00001027,T_662440,P_264883,64.21,0.00,0.00,2020-09-10,2020-09-11,ERP_COSTING
COST-SL-00001029,SL-00001029,T_056621,P_RARE_Product_Family_05,245.58,0.00,0.00,2021-06-12,2021-06-13,ERP_COSTING
COST-SL-00001031,SL-00001031,T_227207,P_RARE_Product_Family_04,35.30,0.00,0.00,2020-07-31,2020-08-02,ERP_COSTING
COST-SL-00001032,SL-00001032,T_081203,P_RARE_Product_Family_05,"1,168.81",0.00,0.00,2022-02-23,2022-02-24,ERP_COSTING
COST-SL-00001036,SL-00001036,T_426830,P_RARE_Product_Family_04,64.81,0.00,0.00,2020-06-30,2020-06-30,ERP_COSTING
COST-SL-00001037,SL-00001037,T_384420,P_RARE_Product_Family_03,71.71,0.00,0.00,2020-08-16,2020-08-18,ERP_COSTING
COST-SL-00001040,SL-00001040,T_598105,P_RARE_Product_Family_04,34.23,0.00,0.00,2020-08-19,2020-08-21,ERP_COSTING
COST-SL-00001043,SL-00001043,T_291660,P_593409,191.00,0.00,0.00,2021-08-23,2021-08-24,ERP_COSTING
COST-SL-00001045,SL-00001045,T_602408,P_970810,726.59,0.00,0.00,2022-02-26,2022-02-27,ERP_COSTING
COST-SL-00001052,SL-00001052,T_793438,P_964660,98.80,0.00,0.00,2020-03-10,2020-03-12,ERP_COSTING
COST-SL-00001056,SL-00001056,T_692910,P_242632,808.73,0.00,0.00,2022-03-28,2022-03-29,ERP_COSTING
COST-SL-00001057,SL-00001057,T_500497,P_652993,625.31,0.00,0.00,2022-05-28,2022-05-28,ERP_COSTING
COST-SL-00001058,SL-00001058,T_582826,P_118397,153.54,0.00,0.00,2021-02-10,2021-02-11,ERP_COSTING
COST-SL-00001062,SL-00001062,T_634797,P_490196,220.97,0.00,0.00,2021-08-17,2021-08-18,ERP_COSTING
COST-SL-00001063,SL-00001063,T_748882,P_RARE_Product_Family_02,303.41,0.00,0.00,2021-09-30,2021-10-02,ERP_COSTING
COST-SL-00001068,SL-00001068,T_683876,P_RARE_Product_Family_05,141.56,0.00,0.00,2020-12-06,2020-12-07,ERP_COSTING
COST-SL-00001073,SL-00001073,T_554565,P_826872,81.02,0.00,0.00,2020-03-29,2020-03-29,ERP_COSTING
COST-SL-00001076,SL-00001076,T_892262,P_047350,101.14,0.00,0.00,2021-08-11,2021-08-13,ERP_COSTING
COST-SL-00001078,SL-00001078,T_179571,P_RARE_Product_Family_04,55.25,0.00,0.00,2021-07-12,2021-07-14,ERP_COSTING
COST-SL-00001079,SL-00001079,T_205181,P_328220,42.49,0.00,0.00,2020-09-05,2020-09-06,ERP_COSTING
COST-SL-00001082,SL-00001082,T_578704,P_RARE_Product_Family_05,"1,035.62",0.00,0.00,2022-04-02,2022-04-04,ERP_COSTING
COST-SL-00001085,SL-00001085,T_456909,P_054394,36.44,0.00,0.00,2020-07-23,2020-07-24,ERP_COSTING
COST-SL-00001088,SL-00001088,T_832111,P_434331,92.14,0.00,0.00,2021-06-28,2021-06-30,ERP_COSTING
COST-SL-00001089,SL-00001089,T_055458,P_192876,110.11,0.00,0.00,2021-04-07,2021-04-07,ERP_COSTING
COST-SL-00001092,SL-00001092,T_218246,P_RARE_Product_Family_03,86.11,0.00,0.00,2020-06-18,2020-06-19,ERP_COSTING
COST-SL-00001093,SL-00001093,T_963355,P_RARE_Product_Family_03,645.28,0.00,0.00,2022-05-17,2022-05-17,ERP_COSTING
COST-SL-00001096,SL-00001096,T_546510,P_RARE_Product_Family_04,418.89,0.00,0.00,2022-04-29,2022-05-01,ERP_COSTING
COST-SL-00001099,SL-00001099,T_529654,P_RARE_Product_Family_03,150.92,0.00,0.00,2021-02-21,2021-02-21,ERP_COSTING
COST-SL-00001100,SL-00001100,T_176427,P_RARE_Product_Family_03,186.01,0.00,0.00,2021-08-05,2021-08-07,ERP_COSTING
COST-SL-00001101,SL-00001101,T_511701,P_275491,182.29,0.00,0.00,2021-07-27,2021-07-28,ERP_COSTING
COST-SL-00001106,SL-00001106,T_827847,P_566895,170.74,0.00,0.00,2021-02-06,2021-02-08,ERP_COSTING
COST-SL-00001111,SL-00001111,T_424260,P_995713,782.93,0.00,0.00,2022-03-31,2022-04-02,ERP_COSTING
COST-SL-00001112,SL-00001112,T_092354,P_945371,195.48,0.00,0.00,2021-07-10,2021-07-10,ERP_COSTING
COST-SL-00001114,SL-00001114,T_415481,P_RARE_Product_Family_02,752.57,0.00,0.00,2022-05-30,2022-05-30,ERP_COSTING
COST-SL-00001115,SL-00001115,T_646251,P_RARE_Product_Family_05,155.47,0.00,0.00,2020-01-22,2020-01-23,ERP_COSTING
COST-SL-00001118,SL-00001118,T_021797,P_RARE_Product_Family_03,106.57,0.00,0.00,2020-05-24,2020-05-26,ERP_COSTING
COST-SL-00001122,SL-00001122,T_871416,P_RARE_Product_Family_03,820.96,0.00,0.00,2022-06-10,2022-06-12,ERP_COSTING
COST-SL-00001125,SL-00001125,T_383318,P_769459,120.03,0.00,0.00,2020-08-30,2020-08-30,ERP_COSTING
COST-SL-00001128,SL-00001128,T_262226,P_RARE_Product_Family_02,337.17,0.00,0.00,2021-10-16,2021-10-17,ERP_COSTING
COST-SL-00001129,SL-00001129,T_447102,P_RARE_Product_Family_04,62.56,0.00,0.00,2020-08-27,2020-08-27,ERP_COSTING
COST-SL-00001132,SL-00001132,T_983909,P_970810,192.93,0.00,0.00,2021-07-07,2021-07-07,ERP_COSTING
COST-SL-00001135,SL-00001135,T_822587,P_165739,106.48,0.00,0.00,2021-08-09,2021-08-11,ERP_COSTING
COST-SL-00001138,SL-00001138,T_360396,P_RARE_Product_Family_03,100.05,0.00,0.00,2020-06-16,2020-06-17,ERP_COSTING
COST-SL-00001142,SL-00001142,T_872487,P_661344,167.59,0.00,0.00,2021-08-03,2021-08-05,ERP_COSTING
COST-SL-00001144,SL-00001144,T_883605,P_RARE_Product_Family_02,120.51,0.00,0.00,2020-06-28,2020-06-30,ERP_COSTING
COST-SL-00001145,SL-00001145,T_476187,P_319957,107.23,0.00,0.00,2020-05-15,2020-05-16,ERP_COSTING
COST-SL-00001148,SL-00001148,T_268081,P_030365,141.40,0.00,0.00,2020-09-28,2020-09-28,ERP_COSTING
COST-SL-00001150,SL-00001150,T_894210,P_RARE_Product_Family_03,84.76,0.00,0.00,2020-06-01,2020-06-02,ERP_COSTING
COST-SL-00001155,SL-00001155,T_832186,P_650635,96.30,0.00,0.00,2020-06-18,2020-06-18,ERP_COSTING
COST-SL-00001156,SL-00001156,T_574802,P_RARE_Product_Family_02,243.17,0.00,0.00,2021-12-11,2021-12-12,ERP_COSTING
COST-SL-00001160,SL-00001160,T_261042,P_RARE_Product_Family_04,50.33,0.00,0.00,2020-09-07,2020-09-09,ERP_COSTING
COST-SL-00001165,SL-00001165,T_646963,P_394043,110.10,0.00,0.00,2020-02-07,2020-02-07,ERP_COSTING
COST-SL-00001170,SL-00001170,T_993525,P_RARE_Product_Family_04,77.82,0.00,0.00,2021-08-01,2021-08-02,ERP_COSTING
COST-SL-00001171,SL-00001171,T_389999,P_RARE_Product_Family_05,81.71,0.00,0.00,2021-06-29,2021-07-01,ERP_COSTING
COST-SL-00001182,SL-00001182,T_939694,P_192876,194.57,0.00,0.00,2021-09-13,2021-09-14,ERP_COSTING
COST-SL-00001183,SL-00001183,T_296433,P_572494,146.07,0.00,0.00,2021-06-12,2021-06-12,ERP_COSTING
COST-SL-00001187,SL-00001187,T_550569,P_650055,81.33,0.00,0.00,2020-08-14,2020-08-16,ERP_COSTING
COST-SL-00001188,SL-00001188,T_132725,P_RARE_Product_Family_05,701.49,0.00,0.00,2022-02-13,2022-02-15,ERP_COSTING
COST-SL-00001193,SL-00001193,T_486005,P_RARE_Product_Family_02,114.16,0.00,0.00,2020-08-12,2020-08-14,ERP_COSTING
COST-SL-00001196,SL-00001196,T_169296,P_RARE_Product_Family_05,252.75,0.00,0.00,2021-03-28,2021-03-28,ERP_COSTING
COST-SL-00001197,SL-00001197,T_921808,P_RARE_Product_Family_02,70.48,0.00,0.00,2020-10-06,2020-10-07,ERP_COSTING
COST-SL-00001198,SL-00001198,T_037328,P_742720,173.75,0.00,0.00,2021-10-16,2021-10-17,ERP_COSTING
COST-SL-00001199,SL-00001199,T_048959,P_242632,87.65,0.00,0.00,2020-08-10,2020-08-12,ERP_COSTING
COST-SL-00001200,SL-00001200,T_960904,P_RARE_Product_Family_04,52.70,0.00,0.00,2020-04-28,2020-04-30,ERP_COSTING
COST-SL-00001207,SL-00001207,T_601237,P_145878,138.48,0.00,0.00,2020-12-06,2020-12-07,ERP_COSTING
COST-SL-00001212,SL-00001212,T_263875,P_RARE_Product_Family_03,408.70,0.00,0.00,2021-11-21,2021-11-22,ERP_COSTING
COST-SL-00001213,SL-00001213,T_615207,P_812406,175.18,0.00,0.00,2021-09-17,2021-09-17,ERP_COSTING
COST-SL-00001218,SL-00001218,T_740343,P_RARE_Product_Family_05,205.46,0.00,0.00,2021-07-24,2021-07-26,ERP_COSTING
COST-SL-00001219,SL-00001219,T_173599,P_RARE_Product_Family_03,235.91,0.00,0.00,2021-10-21,2021-10-22,ERP_COSTING
COST-SL-00001220,SL-00001220,T_051589,P_742720,97.83,0.00,0.00,2021-07-26,2021-07-28,ERP_COSTING
COST-SL-00001221,SL-00001221,T_026028,P_RARE_Product_Family_03,107.62,0.00,0.00,2020-04-15,2020-04-15,ERP_COSTING
COST-SL-00001227,SL-00001227,T_844761,P_826794,147.78,0.00,0.00,2021-10-08,2021-10-08,ERP_COSTING
COST-SL-00001230,SL-00001230,T_163295,P_571374,184.50,0.00,0.00,2020-12-28,2020-12-29,ERP_COSTING
COST-SL-00001236,SL-00001236,T_286195,P_995713,99.31,0.00,0.00,2020-07-04,2020-07-05,ERP_COSTING
COST-SL-00001237,SL-00001237,T_349736,P_RARE_Product_Family_04,139.57,0.00,0.00,2021-07-01,2021-07-01,ERP_COSTING
COST-SL-00001242,SL-00001242,T_586402,P_982549,135.74,0.00,0.00,2020-03-21,2020-03-21,ERP_COSTING
COST-SL-00001243,SL-00001243,T_644630,P_591650,276.97,0.00,0.00,2021-05-10,2021-05-11,ERP_COSTING
COST-SL-00001248,SL-00001248,T_595399,P_RARE_Product_Family_03,45.84,0.00,0.00,2020-05-03,2020-05-05,ERP_COSTING
COST-SL-00001249,SL-00001249,T_579016,P_RARE_Product_Family_03,340.15,0.00,0.00,2021-11-02,2021-11-02,ERP_COSTING
COST-SL-00001253,SL-00001253,T_277914,P_520245,90.08,0.00,0.00,2021-02-25,2021-02-27,ERP_COSTING
COST-SL-00001255,SL-00001255,T_856155,P_982549,130.99,0.00,0.00,2020-09-15,2020-09-17,ERP_COSTING
COST-SL-00001256,SL-00001256,T_194941,P_471556,149.65,0.00,0.00,2021-03-14,2021-03-15,ERP_COSTING
COST-SL-00001258,SL-00001258,T_124529,P_826872,121.33,0.00,0.00,2020-11-16,2020-11-16,ERP_COSTING
COST-SL-00001259,SL-00001259,T_481180,P_460131,151.37,0.00,0.00,2021-06-05,2021-06-07,ERP_COSTING
COST-SL-00001262,SL-00001262,T_748534,P_033867,97.18,0.00,0.00,2020-06-03,2020-06-03,ERP_COSTING
COST-SL-00001263,SL-00001263,T_047861,P_118397,93.99,0.00,0.00,2020-07-03,2020-07-04,ERP_COSTING
COST-SL-00001264,SL-00001264,T_749517,P_RARE_Product_Family_03,185.36,0.00,0.00,2021-08-16,2021-08-16,ERP_COSTING
