شماره فاکتور,تاریخ,Customer_ID,ماه,سال,Available_At,Source_System
T_024250,2020-10-26,C_981891,M10,SY02,2020-10-27,ERP_SALES
T_024313,2020-11-09,C_502843,M11,SY02,2020-11-10,ERP_SALES
T_024567,2022-05-30,C_419410,M05,SY04,2022-05-31,ERP_SALES
T_024571,2020-10-12,C_705572,M10,SY02,2020-10-13,ERP_SALES
T_024638,2020-05-11,C_603968,M05,SY02,2020-05-12,ERP_SALES
T_024674,2020-04-06,C_633661,M04,SY02,2020-04-07,ERP_SALES
T_024694,2021-05-17,C_769450,M05,SY03,2021-05-18,ERP_SALES
T_024849,2021-05-10,C_745897,M05,SY03,2021-05-11,ERP_SALES
T_024899,2021-01-18,C_769491,M01,SY03,2021-01-19,ERP_SALES
T_024972,2021-04-05,C_284990,M04,SY03,2021-04-06,ERP_SALES
T_025009,2020-11-23,C_672706,M11,SY02,2020-11-24,ERP_SALES
T_025021,2021-05-24,C_479796,M05,SY03,2021-05-25,ERP_SALES
T_025033,2020-06-29,C_705572,M06,SY02,2020-06-30,ERP_SALES
T_025045,2022-03-28,C_984759,M03,SY04,2022-03-29,ERP_SALES
T_025153,2020-06-22,C_739947,M06,SY02,2020-06-23,ERP_SALES
T_025215,2021-10-11,C_672256,M10,SY03,2021-10-12,ERP_SALES
T_025297,2021-02-15,C_848211,M02,SY03,2021-02-16,ERP_SALES
T_025424,2020-11-30,C_519849,M11,SY02,2020-12-01,ERP_SALES
T_025753,2021-04-05,C_746892,M04,SY03,2021-04-06,ERP_SALES
T_025922,2021-01-18,C_603877,M01,SY03,2021-01-19,ERP_SALES
T_025937,2021-07-19,C_633661,M07,SY03,2021-07-20,ERP_SALES
T_026028,2020-03-09,C_117580,M03,SY02,2020-03-10,ERP_SALES
T_026083,2021-04-05,C_317216,M04,SY03,2021-04-06,ERP_SALES
T_026086,2021-02-01,C_603968,M02,SY03,2021-02-02,ERP_SALES
T_026139,2020-07-13,C_086403,M07,SY02,2020-07-14,ERP_SALES
T_026402,2021-05-17,C_888956,M05,SY03,2021-05-18,ERP_SALES
T_026511,2020-02-03,C_164398,M02,SY02,2020-02-04,ERP_SALES
T_026571,2022-04-04,C_951507,M04,SY04,2022-04-05,ERP_SALES
T_026594,2021-07-26,C_258325,M07,SY03,2021-07-27,ERP_SALES
T_026694,2021-11-22,C_829082,M11,SY03,2021-11-23,ERP_SALES
T_026701,2020-10-05,C_519849,M10,SY02,2020-10-06,ERP_SALES
T_026789,2020-10-26,C_806376,M10,SY02,2020-10-27,ERP_SALES
T_026799,2020-09-14,C_728285,M09,SY02,2020-09-15,ERP_SALES
T_026821,2021-12-13,C_258325,M12,SY03,2021-12-14,ERP_SALES
T_026897,2022-01-24,C_657627,M01,SY04,2022-01-25,ERP_SALES
T_026912,2021-03-29,C_180817,M03,SY03,2021-03-30,ERP_SALES
T_026957,2020-10-05,C_328236,M10,SY02,2020-10-06,ERP_SALES
T_027050,2020-11-16,C_758522,M11,SY02,2020-11-17,ERP_SALES
T_027055,2022-01-24,C_245948,M01,SY04,2022-01-25,ERP_SALES
T_027123,2020-08-31,C_473035,M08,SY02,2020-09-01,ERP_SALES
T_027152,2020-06-29,C_698497,M06,SY02,2020-06-30,ERP_SALES
T_027269,2021-05-17,C_401016,M05,SY03,2021-05-18,ERP_SALES
T_027345,2020-08-24,C_624339,M08,SY02,2020-08-25,ERP_SALES
T_027370,2021-09-13,C_806376,M09,SY03,2021-09-14,ERP_SALES
T_027400,2022-05-09,C_245948,M05,SY04,2022-05-10,ERP_SALES
T_027427,2021-06-14,C_848211,M06,SY03,2021-06-15,ERP_SALES
T_027435,2021-10-11,C_683666,M10,SY03,2021-10-12,ERP_SALES
T_027443,2022-04-04,C_058218,M04,SY04,2022-04-05,ERP_SALES
T_027568,2020-09-21,C_172705,M09,SY02,2020-09-22,ERP_SALES
T_027599,2022-03-14,C_980626,M03,SY04,2022-03-15,ERP_SALES
T_027824,2021-11-22,C_762928,M11,SY03,2021-11-23,ERP_SALES
T_027872,2020-07-13,C_717003,M07,SY02,2020-07-14,ERP_SALES
T_027949,2020-07-06,C_473035,M07,SY02,2020-07-07,ERP_SALES
T_027965,2020-02-10,C_258325,M02,SY02,2020-02-11,ERP_SALES
T_028017,2020-01-20,C_705680,M01,SY02,2020-01-21,ERP_SALES
T_028045,2021-06-07,C_806376,M06,SY03,2021-06-08,ERP_SALES
T_028123,2022-02-21,C_871835,M02,SY04,2022-02-22,ERP_SALES
T_028128,2021-06-28,C_848211,M06,SY03,2021-06-29,ERP_SALES
T_028172,2020-06-08,C_838088,M06,SY02,2020-06-09,ERP_SALES
T_028230,2020-02-17,C_126481,M02,SY02,2020-02-18,ERP_SALES
T_028304,2021-11-15,C_445916,M11,SY03,2021-11-16,ERP_SALES
T_028422,2020-01-27,C_385862,M01,SY02,2020-01-28,ERP_SALES
T_028430,2020-12-07,C_633661,M12,SY02,2020-12-08,ERP_SALES
T_028486,2020-12-07,C_729868,M12,SY02,2020-12-08,ERP_SALES
T_028498,2020-11-09,C_421536,M11,SY02,2020-11-10,ERP_SALES
T_028546,2020-08-31,C_245948,M08,SY02,2020-09-01,ERP_SALES
T_028561,2020-06-29,C_897743,M06,SY02,2020-06-30,ERP_SALES
T_028666,2022-04-04,C_848211,M04,SY04,2022-04-05,ERP_SALES
T_028676,2021-09-06,C_527060,M09,SY03,2021-09-07,ERP_SALES
T_028700,2022-04-18,C_899372,M04,SY04,2022-04-19,ERP_SALES
T_028712,2021-03-15,C_245948,M03,SY03,2021-03-16,ERP_SALES
T_028900,2021-09-27,C_739947,M09,SY03,2021-09-28,ERP_SALES
T_028919,2020-12-28,C_152471,M12,SY02,2020-12-29,ERP_SALES
T_028978,2021-02-08,C_182241,M02,SY03,2021-02-09,ERP_SALES
T_029057,2021-05-10,C_769027,M05,SY03,2021-05-11,ERP_SALES
T_029162,2022-01-17,C_862106,M01,SY04,2022-01-18,ERP_SALES
T_029227,2021-03-15,C_535756,M03,SY03,2021-03-16,ERP_SALES
T_029269,2021-07-05,C_806376,M07,SY03,2021-07-06,ERP_SALES
T_029315,2020-05-11,C_117580,M05,SY02,2020-05-12,ERP_SALES
T_029318,2021-07-26,C_633661,M07,SY03,2021-07-27,ERP_SALES
T_029539,2022-04-18,C_692721,M04,SY04,2022-04-19,ERP_SALES
T_029607,2021-04-05,C_633514,M04,SY03,2021-04-06,ERP_SALES
T_029612,2021-06-07,C_696763,M06,SY03,2021-06-08,ERP_SALES
T_029793,2020-05-11,C_969414,M05,SY02,2020-05-12,ERP_SALES
T_029795,2021-01-25,C_050237,M01,SY03,2021-01-26,ERP_SALES
T_029886,2020-06-15,C_117580,M06,SY02,2020-06-16,ERP_SALES
T_029970,2021-03-29,C_749821,M03,SY03,2021-03-30,ERP_SALES
T_030022,2020-01-20,C_590257,M01,SY02,2020-01-21,ERP_SALES
T_030066,2021-09-27,C_633661,M09,SY03,2021-09-28,ERP_SALES
T_030104,2020-06-22,C_034287,M06,SY02,2020-06-23,ERP_SALES
T_030394,2022-05-09,C_939370,M05,SY04,2022-05-10,ERP_SALES
T_030448,2020-06-15,C_672706,M06,SY02,2020-06-16,ERP_SALES
T_030495,2020-04-13,C_336021,M04,SY02,2020-04-14,ERP_SALES
T_030553,2021-11-08,C_603877,M11,SY03,2021-11-09,ERP_SALES
T_030596,2020-10-05,C_519849,M10,SY02,2020-10-06,ERP_SALES
T_030638,2020-06-08,C_117580,M06,SY02,2020-06-09,ERP_SALES
T_030656,2020-09-21,C_519849,M09,SY02,2020-09-22,ERP_SALES
T_030704,2021-05-03,C_412635,M05,SY03,2021-05-04,ERP_SALES
T_030709,2020-11-30,C_698497,M11,SY02,2020-12-01,ERP_SALES
T_030747,2020-03-23,C_126481,M03,SY02,2020-03-24,ERP_SALES
T_030812,2022-05-02,C_417601,M05,SY04,2022-05-03,ERP_SALES
T_030830,2021-04-05,C_951507,M04,SY03,2021-04-06,ERP_SALES
T_030919,2022-01-03,C_792125,M01,SY04,2022-01-04,ERP_SALES
T_030944,2019-12-23,C_412635,M12,SY01,2019-12-24,ERP_SALES
T_031038,2021-11-15,C_746892,M11,SY03,2021-11-16,ERP_SALES
T_031108,2021-06-07,C_746892,M06,SY03,2021-06-08,ERP_SALES
T_031153,2020-07-27,C_117580,M07,SY02,2020-07-28,ERP_SALES
T_031178,2021-09-27,C_806376,M09,SY03,2021-09-28,ERP_SALES
T_031492,2020-07-13,C_603877,M07,SY02,2020-07-14,ERP_SALES
T_031527,2020-02-17,C_245948,M02,SY02,2020-02-18,ERP_SALES
T_031688,2021-01-25,C_862106,M01,SY03,2021-01-26,ERP_SALES
T_031874,2020-09-28,C_421536,M09,SY02,2020-09-29,ERP_SALES
T_031961,2020-07-06,C_535756,M07,SY02,2020-07-07,ERP_SALES
T_032072,2021-03-22,C_937594,M03,SY03,2021-03-23,ERP_SALES
T_032085,2020-10-12,C_421536,M10,SY02,2020-10-13,ERP_SALES
T_032104,2022-02-21,C_594561,M02,SY04,2022-02-22,ERP_SALES
T_032129,2020-09-07,C_117580,M09,SY02,2020-09-08,ERP_SALES
T_032162,2020-09-21,C_746892,M09,SY02,2020-09-22,ERP_SALES
T_032489,2021-05-03,C_633661,M05,SY03,2021-05-04,ERP_SALES
T_032677,2021-08-16,C_806376,M08,SY03,2021-08-17,ERP_SALES
T_032684,2020-11-09,C_382534,M11,SY02,2020-11-10,ERP_SALES
T_032722,2020-06-15,C_113139,M06,SY02,2020-06-16,ERP_SALES
T_032793,2020-06-15,C_465481,M06,SY02,2020-06-16,ERP_SALES
T_032933,2020-06-08,C_593639,M06,SY02,2020-06-09,ERP_SALES
T_033187,2022-02-21,C_591112,M02,SY04,2022-02-22,ERP_SALES
T_033238,2022-05-02,C_986633,M05,SY04,2022-05-03,ERP_SALES
T_033438,2021-07-12,C_479796,M07,SY03,2021-07-13,ERP_SALES
T_033445,2021-02-08,C_705680,M02,SY03,2021-02-09,ERP_SALES
T_033472,2020-09-21,C_603877,M09,SY02,2020-09-22,ERP_SALES
T_033485,2021-02-01,C_361181,M02,SY03,2021-02-02,ERP_SALES
T_033509,2020-08-24,C_258325,M08,SY02,2020-08-25,ERP_SALES
T_033543,2021-07-19,C_899372,M07,SY03,2021-07-20,ERP_SALES
T_033882,2021-11-08,C_746892,M11,SY03,2021-11-09,ERP_SALES
T_033907,2020-09-14,C_051706,M09,SY02,2020-09-15,ERP_SALES
T_033958,2021-04-12,C_938531,M04,SY03,2021-04-13,ERP_SALES
T_034032,2021-11-15,C_258325,M11,SY03,2021-11-16,ERP_SALES
T_034040,2021-12-13,C_633661,M12,SY03,2021-12-14,ERP_SALES
T_034076,2021-11-01,C_888956,M11,SY03,2021-11-02,ERP_SALES
T_034079,2020-05-25,C_603968,M05,SY02,2020-05-26,ERP_SALES
T_034143,2021-02-08,C_731802,M02,SY03,2021-02-09,ERP_SALES
T_034205,2021-08-16,C_299317,M08,SY03,2021-08-17,ERP_SALES
T_034253,2021-07-05,C_806376,M07,SY03,2021-07-06,ERP_SALES
T_034475,2020-08-31,C_593639,M08,SY02,2020-09-01,ERP_SALES
T_034511,2021-08-02,C_806376,M08,SY03,2021-08-03,ERP_SALES
T_034535,2020-11-09,C_664019,M11,SY02,2020-11-10,ERP_SALES
T_034740,2020-12-07,C_465481,M12,SY02,2020-12-08,ERP_SALES
T_034902,2021-07-26,C_465481,M07,SY03,2021-07-27,ERP_SALES
T_034944,2020-02-17,C_646025,M02,SY02,2020-02-18,ERP_SALES
T_034965,2021-04-05,C_822722,M04,SY03,2021-04-06,ERP_SALES
T_034990,2021-11-22,C_317124,M11,SY03,2021-11-23,ERP_SALES
T_035106,2020-08-31,C_117580,M08,SY02,2020-09-01,ERP_SALES
T_035132,2021-10-25,C_113139,M10,SY03,2021-10-26,ERP_SALES
T_035158,2020-03-09,C_144468,M03,SY02,2020-03-10,ERP_SALES
T_035231,2021-07-05,C_806376,M07,SY03,2021-07-06,ERP_SALES
T_035280,2020-08-24,C_117580,M08,SY02,2020-08-25,ERP_SALES
T_035312,2021-10-18,C_101842,M10,SY03,2021-10-19,ERP_SALES
T_035324,2020-08-03,C_980626,M08,SY02,2020-08-04,ERP_SALES
T_035430,2021-08-23,C_015746,M08,SY03,2021-08-24,ERP_SALES
T_035619,2020-09-28,C_426816,M09,SY02,2020-09-29,ERP_SALES
T_035663,2021-02-08,C_790639,M02,SY03,2021-02-09,ERP_SALES
T_035673,2020-12-21,C_762928,M12,SY02,2020-12-22,ERP_SALES
T_035722,2020-08-10,C_147153,M08,SY02,2020-08-11,ERP_SALES
T_035907,2020-10-19,C_310107,M10,SY02,2020-10-20,ERP_SALES
T_035960,2020-09-07,C_433939,M09,SY02,2020-09-08,ERP_SALES
T_036070,2022-05-23,C_472366,M05,SY04,2022-05-24,ERP_SALES
T_036088,2020-04-27,C_589300,M04,SY02,2020-04-28,ERP_SALES
T_036225,2022-01-24,C_479796,M01,SY04,2022-01-25,ERP_SALES
T_036265,2021-07-19,C_172705,M07,SY03,2021-07-20,ERP_SALES
T_036404,2021-02-01,C_336021,M02,SY03,2021-02-02,ERP_SALES
T_036419,2020-09-28,C_769450,M09,SY02,2020-09-29,ERP_SALES
T_036605,2021-07-19,C_806376,M07,SY03,2021-07-20,ERP_SALES
T_036717,2020-10-26,C_806376,M10,SY02,2020-10-27,ERP_SALES
T_036862,2021-06-28,C_419410,M06,SY03,2021-06-29,ERP_SALES
T_036887,2020-07-27,C_117580,M07,SY02,2020-07-28,ERP_SALES
T_036983,2021-04-05,C_937594,M04,SY03,2021-04-06,ERP_SALES
T_036991,2020-01-13,C_385862,M01,SY02,2020-01-14,ERP_SALES
T_037083,2020-02-10,C_646025,M02,SY02,2020-02-11,ERP_SALES
T_037157,2021-04-05,C_876791,M04,SY03,2021-04-06,ERP_SALES
T_037215,2021-02-22,C_705572,M02,SY03,2021-02-23,ERP_SALES
T_037223,2020-05-04,C_938531,M05,SY02,2020-05-05,ERP_SALES
T_037328,2021-09-20,C_768792,M09,SY03,2021-09-21,ERP_SALES
T_037349,2021-07-12,C_806376,M07,SY03,2021-07-13,ERP_SALES
T_037541,2020-11-30,C_769491,M11,SY02,2020-12-01,ERP_SALES
T_037700,2021-08-30,C_806376,M08,SY03,2021-08-31,ERP_SALES
T_037710,2021-05-10,C_575212,M05,SY03,2021-05-11,ERP_SALES
T_037823,2020-07-20,C_514318,M07,SY02,2020-07-21,ERP_SALES
T_037955,2020-08-10,C_939370,M08,SY02,2020-08-11,ERP_SALES
T_038210,2021-05-24,C_749821,M05,SY03,2021-05-25,ERP_SALES
T_038304,2021-09-27,C_806376,M09,SY03,2021-09-28,ERP_SALES
T_038375,2022-01-31,C_282979,M01,SY04,2022-02-01,ERP_SALES
T_038457,2021-03-22,C_866894,M03,SY03,2021-03-23,ERP_SALES
T_038595,2021-10-18,C_101842,M10,SY03,2021-10-19,ERP_SALES
T_038657,2022-02-21,C_915518,M02,SY04,2022-02-22,ERP_SALES
T_039013,2021-08-09,C_937594,M08,SY03,2021-08-10,ERP_SALES
T_039015,2020-05-25,C_812674,M05,SY02,2020-05-26,ERP_SALES
T_039044,2020-10-19,C_185126,M10,SY02,2020-10-20,ERP_SALES
T_039069,2020-03-16,C_245948,M03,SY02,2020-03-17,ERP_SALES
T_039071,2021-09-27,C_762928,M09,SY03,2021-09-28,ERP_SALES
T_039140,2021-03-01,C_329432,M03,SY03,2021-03-02,ERP_SALES
T_039173,2021-11-15,C_482570,M11,SY03,2021-11-16,ERP_SALES
T_039190,2021-08-02,C_150182,M08,SY03,2021-08-03,ERP_SALES
T_039197,2021-03-01,C_746892,M03,SY03,2021-03-02,ERP_SALES
T_039285,2020-10-12,C_412635,M10,SY02,2020-10-13,ERP_SALES
T_039347,2021-03-01,C_951507,M03,SY03,2021-03-02,ERP_SALES
T_039364,2022-05-23,C_472366,M05,SY04,2022-05-24,ERP_SALES
T_039385,2020-10-19,C_101842,M10,SY02,2020-10-20,ERP_SALES
T_039406,2020-03-02,C_258325,M03,SY02,2020-03-03,ERP_SALES
T_039412,2020-09-07,C_690888,M09,SY02,2020-09-08,ERP_SALES
T_039540,2020-08-10,C_117580,M08,SY02,2020-08-11,ERP_SALES
T_039595,2021-11-22,C_603968,M11,SY03,2021-11-23,ERP_SALES
T_039656,2022-05-16,C_937594,M05,SY04,2022-05-17,ERP_SALES
T_039810,2020-04-13,C_866894,M04,SY02,2020-04-14,ERP_SALES
T_039816,2020-08-17,C_117580,M08,SY02,2020-08-18,ERP_SALES
T_039835,2021-08-16,C_746892,M08,SY03,2021-08-17,ERP_SALES
T_039884,2020-09-07,C_746892,M09,SY02,2020-09-08,ERP_SALES
T_039921,2020-11-16,C_603968,M11,SY02,2020-11-17,ERP_SALES
T_040051,2021-11-01,C_113139,M11,SY03,2021-11-02,ERP_SALES
T_040196,2020-05-04,C_672256,M05,SY02,2020-05-05,ERP_SALES
T_040310,2020-04-20,C_421536,M04,SY02,2020-04-21,ERP_SALES
T_040463,2020-08-17,C_117580,M08,SY02,2020-08-18,ERP_SALES
T_040568,2021-01-25,C_473035,M01,SY03,2021-01-26,ERP_SALES
T_040639,2021-05-03,C_862106,M05,SY03,2021-05-04,ERP_SALES
T_040786,2020-01-27,C_113139,M01,SY02,2020-01-28,ERP_SALES
T_040815,2021-08-16,C_150182,M08,SY03,2021-08-17,ERP_SALES
T_040823,2022-03-21,C_900728,M03,SY04,2022-03-22,ERP_SALES
T_040870,2020-05-04,C_703801,M05,SY02,2020-05-05,ERP_SALES
T_040890,2020-08-03,C_274912,M08,SY02,2020-08-04,ERP_SALES
T_041017,2020-07-27,C_746892,M07,SY02,2020-07-28,ERP_SALES
T_041024,2021-11-15,C_683666,M11,SY03,2021-11-16,ERP_SALES
T_041093,2021-01-04,C_727451,M01,SY03,2021-01-05,ERP_SALES
T_041095,2020-04-13,C_421536,M04,SY02,2020-04-14,ERP_SALES
T_041109,2020-08-10,C_117580,M08,SY02,2020-08-11,ERP_SALES
T_041136,2020-10-26,C_382534,M10,SY02,2020-10-27,ERP_SALES
T_041185,2020-06-01,C_739947,M06,SY02,2020-06-02,ERP_SALES
T_041187,2020-08-31,C_401016,M08,SY02,2020-09-01,ERP_SALES
T_041192,2021-05-10,C_746892,M05,SY03,2021-05-11,ERP_SALES
T_041224,2021-05-17,C_806376,M05,SY03,2021-05-18,ERP_SALES
T_041278,2020-03-16,C_691869,M03,SY02,2020-03-17,ERP_SALES
T_041345,2020-10-05,C_051706,M10,SY02,2020-10-06,ERP_SALES
T_041578,2022-03-28,C_780887,M03,SY04,2022-03-29,ERP_SALES
T_041683,2021-11-15,C_445916,M11,SY03,2021-11-16,ERP_SALES
T_041730,2021-10-25,C_063926,M10,SY03,2021-10-26,ERP_SALES
T_041760,2021-02-08,C_698497,M02,SY03,2021-02-09,ERP_SALES
T_041790,2020-04-06,C_566726,M04,SY02,2020-04-07,ERP_SALES
T_041842,2021-06-28,C_113139,M06,SY03,2021-06-29,ERP_SALES
T_041890,2022-03-14,C_150182,M03,SY04,2022-03-15,ERP_SALES
T_041909,2021-04-05,C_603877,M04,SY03,2021-04-06,ERP_SALES
T_041961,2021-11-08,C_951507,M11,SY03,2021-11-09,ERP_SALES
T_041984,2021-04-12,C_274912,M04,SY03,2021-04-13,ERP_SALES
T_042114,2021-07-26,C_593639,M07,SY03,2021-07-27,ERP_SALES
T_042146,2022-03-21,C_245948,M03,SY04,2022-03-22,ERP_SALES
T_042294,2021-09-27,C_806376,M09,SY03,2021-09-28,ERP_SALES
T_042318,2021-09-27,C_806376,M09,SY03,2021-09-28,ERP_SALES
T_042351,2021-08-02,C_984759,M08,SY03,2021-08-03,ERP_SALES
T_042358,2020-08-10,C_871835,M08,SY02,2020-08-11,ERP_SALES
T_042415,2020-06-15,C_185126,M06,SY02,2020-06-16,ERP_SALES
T_042440,2021-07-26,C_800815,M07,SY03,2021-07-27,ERP_SALES
T_042627,2021-11-08,C_672256,M11,SY03,2021-11-09,ERP_SALES
T_042696,2021-04-26,C_268031,M04,SY03,2021-04-27,ERP_SALES
T_042855,2021-09-20,C_871835,M09,SY03,2021-09-21,ERP_SALES
T_043074,2022-04-11,C_329432,M04,SY04,2022-04-12,ERP_SALES
T_043099,2021-04-26,C_398853,M04,SY03,2021-04-27,ERP_SALES
T_043181,2020-02-03,C_877858,M02,SY02,2020-02-04,ERP_SALES
T_043226,2021-06-07,C_412635,M06,SY03,2021-06-08,ERP_SALES
T_043271,2021-08-23,C_806376,M08,SY03,2021-08-24,ERP_SALES
T_043338,2020-10-12,C_940986,M10,SY02,2020-10-13,ERP_SALES
T_043347,2020-01-27,C_412635,M01,SY02,2020-01-28,ERP_SALES
T_043455,2021-08-16,C_769491,M08,SY03,2021-08-17,ERP_SALES
T_043471,2020-09-07,C_336021,M09,SY02,2020-09-08,ERP_SALES
T_043499,2020-01-13,C_190305,M01,SY02,2020-01-14,ERP_SALES
T_043615,2020-07-06,C_714619,M07,SY02,2020-07-07,ERP_SALES
T_043650,2020-11-09,C_063809,M11,SY02,2020-11-10,ERP_SALES
T_043725,2020-08-17,C_245948,M08,SY02,2020-08-18,ERP_SALES
T_043807,2021-10-11,C_342153,M10,SY03,2021-10-12,ERP_SALES
T_043808,2021-03-01,C_021985,M03,SY03,2021-03-02,ERP_SALES
T_043828,2020-09-21,C_512037,M09,SY02,2020-09-22,ERP_SALES
T_043992,2020-08-31,C_117580,M08,SY02,2020-09-01,ERP_SALES
T_044292,2021-10-04,C_244560,M10,SY03,2021-10-05,ERP_SALES
T_044302,2021-05-31,C_937594,M05,SY03,2021-06-01,ERP_SALES
T_044304,2020-11-23,C_683666,M11,SY02,2020-11-24,ERP_SALES
T_044372,2021-08-30,C_258818,M08,SY03,2021-08-31,ERP_SALES
T_044397,2021-11-08,C_683666,M11,SY03,2021-11-09,ERP_SALES
T_044460,2021-06-07,C_317124,M06,SY03,2021-06-08,ERP_SALES
T_044465,2020-11-30,C_906263,M11,SY02,2020-12-01,ERP_SALES
T_044719,2020-04-06,C_839421,M04,SY02,2020-04-07,ERP_SALES
T_044730,2019-12-30,C_746892,M12,SY01,2019-12-31,ERP_SALES
T_044793,2021-10-18,C_799217,M10,SY03,2021-10-19,ERP_SALES
T_044805,2020-11-09,C_731802,M11,SY02,2020-11-10,ERP_SALES
T_044983,2020-08-03,C_258325,M08,SY02,2020-08-04,ERP_SALES
T_045019,2020-03-02,C_050237,M03,SY02,2020-03-03,ERP_SALES
T_045149,2020-08-03,C_117580,M08,SY02,2020-08-04,ERP_SALES
T_045235,2020-06-08,C_714619,M06,SY02,2020-06-09,ERP_SALES
T_045293,2020-02-03,C_051535,M02,SY02,2020-02-04,ERP_SALES
T_045311,2020-12-07,C_888956,M12,SY02,2020-12-08,ERP_SALES
T_045315,2021-03-01,C_113139,M03,SY03,2021-03-02,ERP_SALES
T_045438,2022-04-04,C_245948,M04,SY04,2022-04-05,ERP_SALES
T_045633,2021-08-16,C_419410,M08,SY03,2021-08-17,ERP_SALES
T_045655,2020-07-13,C_593639,M07,SY02,2020-07-14,ERP_SALES
T_045695,2021-05-31,C_806376,M05,SY03,2021-06-01,ERP_SALES
T_045709,2020-08-10,C_117580,M08,SY02,2020-08-11,ERP_SALES
T_045733,2020-08-31,C_937594,M08,SY02,2020-09-01,ERP_SALES
T_045738,2021-05-03,C_245948,M05,SY03,2021-05-04,ERP_SALES
T_045927,2021-08-09,C_740903,M08,SY03,2021-08-10,ERP_SALES
T_045950,2020-03-30,C_144468,M03,SY02,2020-03-31,ERP_SALES
T_046194,2020-03-09,C_662193,M03,SY02,2020-03-10,ERP_SALES
T_046200,2020-11-02,C_731802,M11,SY02,2020-11-03,ERP_SALES
T_046206,2021-11-01,C_672256,M11,SY03,2021-11-02,ERP_SALES
T_046249,2020-07-06,C_590554,M07,SY02,2020-07-07,ERP_SALES
T_046252,2020-06-08,C_117580,M06,SY02,2020-06-09,ERP_SALES
T_046363,2020-04-06,C_862106,M04,SY02,2020-04-07,ERP_SALES
T_046381,2021-08-09,C_806376,M08,SY03,2021-08-10,ERP_SALES
T_046520,2020-03-16,C_528949,M03,SY02,2020-03-17,ERP_SALES
T_046585,2021-05-24,C_806376,M05,SY03,2021-05-25,ERP_SALES
T_046680,2020-06-15,C_117580,M06,SY02,2020-06-16,ERP_SALES
T_046705,2021-07-19,C_276262,M07,SY03,2021-07-20,ERP_SALES
T_046722,2020-10-05,C_848211,M10,SY02,2020-10-06,ERP_SALES
T_046773,2021-09-13,C_284990,M09,SY03,2021-09-14,ERP_SALES
T_046780,2021-11-08,C_691869,M11,SY03,2021-11-09,ERP_SALES
T_046802,2020-04-06,C_185126,M04,SY02,2020-04-07,ERP_SALES
T_046838,2022-04-18,C_571164,M04,SY04,2022-04-19,ERP_SALES
T_046894,2020-01-27,C_915518,M01,SY02,2020-01-28,ERP_SALES
T_046909,2020-08-10,C_299317,M08,SY02,2020-08-11,ERP_SALES
T_047014,2022-05-02,C_472366,M05,SY04,2022-05-03,ERP_SALES
T_047128,2020-02-24,C_792125,M02,SY02,2020-02-25,ERP_SALES
T_047191,2021-02-22,C_172705,M02,SY03,2021-02-23,ERP_SALES
T_047266,2020-02-03,C_245948,M02,SY02,2020-02-04,ERP_SALES
T_047300,2021-03-01,C_086403,M03,SY03,2021-03-02,ERP_SALES
T_047439,2020-08-24,C_411261,M08,SY02,2020-08-25,ERP_SALES
T_047474,2022-05-02,C_185126,M05,SY04,2022-05-03,ERP_SALES
T_047525,2021-03-08,C_401016,M03,SY03,2021-03-09,ERP_SALES
T_047640,2020-09-28,C_943921,M09,SY02,2020-09-29,ERP_SALES
T_047642,2020-11-23,C_519849,M11,SY02,2020-11-24,ERP_SALES
T_047646,2020-04-27,C_593639,M04,SY02,2020-04-28,ERP_SALES
T_047696,2021-01-25,C_662193,M01,SY03,2021-01-26,ERP_SALES
T_047721,2021-02-01,C_245948,M02,SY03,2021-02-02,ERP_SALES
T_047801,2020-01-13,C_769491,M01,SY02,2020-01-14,ERP_SALES
T_047855,2022-04-18,C_118223,M04,SY04,2022-04-19,ERP_SALES
T_047858,2020-02-17,C_310107,M02,SY02,2020-02-18,ERP_SALES
T_047861,2020-06-15,C_705572,M06,SY02,2020-06-16,ERP_SALES
T_047892,2021-08-02,C_276262,M08,SY03,2021-08-03,ERP_SALES
T_047915,2021-12-13,C_113139,M12,SY03,2021-12-14,ERP_SALES
T_047986,2020-12-21,C_565612,M12,SY02,2020-12-22,ERP_SALES
T_048052,2020-08-03,C_051706,M08,SY02,2020-08-04,ERP_SALES
T_048114,2021-05-17,C_673190,M05,SY03,2021-05-18,ERP_SALES
T_048133,2020-08-10,C_398853,M08,SY02,2020-08-11,ERP_SALES
T_048148,2020-05-25,C_117580,M05,SY02,2020-05-26,ERP_SALES
T_048151,2020-08-03,C_479796,M08,SY02,2020-08-04,ERP_SALES
T_048156,2020-10-26,C_746892,M10,SY02,2020-10-27,ERP_SALES
T_048158,2021-10-25,C_431655,M10,SY03,2021-10-26,ERP_SALES
T_048224,2020-06-22,C_235625,M06,SY02,2020-06-23,ERP_SALES
T_048231,2021-03-29,C_762928,M03,SY03,2021-03-30,ERP_SALES
T_048606,2020-07-13,C_937594,M07,SY02,2020-07-14,ERP_SALES
T_048691,2021-03-01,C_848211,M03,SY03,2021-03-02,ERP_SALES
T_048782,2021-05-24,C_769450,M05,SY03,2021-05-25,ERP_SALES
T_048831,2022-04-11,C_150182,M04,SY04,2022-04-12,ERP_SALES
T_048908,2021-01-25,C_746892,M01,SY03,2021-01-26,ERP_SALES
T_048959,2020-08-03,C_551361,M08,SY02,2020-08-04,ERP_SALES
